ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
474,Tempatnya nyaman meskipun mungil. Bisa sambil kerja.. Kopinya enak n ga bikin kantong bolong. Cuma kurang colokan listrik... Hihihi...,5,134,tempat nyaman meski mungil sambil kerja kopi enak n bikin kantong bolong cuma kurang colok listrik hihihi,105
475,Mendapatkan pengalaman tidak mengenakan dari pelayanan nya selama 1 jam makanan tidak keluar keluar dengan alasan tidak ke input padahal pelayan tau meja kami kosong tidak ada makanan mereka tidak mencoba untuk tanya apakah sudah pesan atau belum...atau ada makanan yang blum kluar....,1,285,alam kena layan lama 1 jam makan keluar keluar alas ke input padahal layan tau meja kosong ada makan tidak coba tanya sudah pesan belum ada makan blum kluar,156
476,"Tempatnya bersih,nyaman makin sore juga makin tenang makin asik buat me time :)",5,79,tempat bersih nyaman makin sore makin tenang makin asik buat me time,68
477,Pelayan asik,5,12,layan asik,10
478,tempatnya enak ada psnya,5,24,tempat enak psnya,17
479,Cangkruk ngopi sek.....,4,23,cangkruk ngopi sek,18
480,keren bagus nyaman,5,18,keren bagus nyaman,18
481,Strategis dan bersih.pelayanan ramah,5,36,strategis bersih layan ramah,28
482,Untuk Rasa Seperti pada kopi kenangan lainnya Untuk pelayanan nya baik ramah dan Gercep Terima Kasih Sukses Selalu Buat Pemilik Kopi kenangan beserta Para Tim nya Salam Sukses dan Salam BOLBOLFAMS,4,196,rasa pada kopi kenang untuk layan baik ramah gercep terima kasih sukses selalu buat milik kopi kenang para tim salam sukses salam bolbolfams,140
483,Pesanan sesuai request,5,22,pesan sesuai request,20
484,"baru tahu ada menu es cream di chatime, rasa es cream nya enak aroma teh dan tidak terlalu manis,tidak mudah leleh meski saya makan ayam dulu masih tidak terlalu meleleh, tempat juga nyaman",5,189,baru tahu menu es cream chatime rasa es cream enak aroma teh terlalu manis tidak mudah leleh meski makan ayam dulu tidak terlalu leleh tempat nyaman,148
485,"Love it ! Bintang 5 buat rasa kopi yang kita pesan dan buat staffnya. Kita beli menu hot dan cold. Yg cold aku beli salted caramel iced coffee, rasanya gurih manis, manis caramel. Yg hot aku beli kopi houseblend dan susu. Mereka ramah dan sopan, juga membantu. Trimakasih sudah melayani dg baik. Baristanya sudah ramah, membantu plus good looking hehe    nyaman deh belinya. Trimakasih. Tempatnya rekomendasi take away deh. Klo buat dine-in gak ada tempat duduk yg cukup, dan juga gak ada meja. Untuk harga standar menurutku sekelas coffee shop. Menu yang ada kebanyakan pakai es atau cold drinks, tapi bisa juga dibuat hot drinks. Cuusss mampir ke sini dan pilih mau minum kopi apa heheh",5,688,love it bintang 5 buat rasa kopi pesan buat staffnya kita beli menu hot cold cold aku beli salted caramel iced coffee rasa gurih manis manis caramel hot aku beli kopi houseblend susu ramah sopan bantu trimakasih layan dg baik baristanya ramah bantu plus good looking hehe nyaman deh beli trimakasih tempat rekomendasi take away deh klo buat dine-in gak tempat duduk cukup gak meja harga standar turut kelas coffee shop menu ada banyak pakai es cold drinks bisa juga buat hot drinks cuusss mampir sini pilih mau minum kopi apa heheh,531
486,"Pesanannya agak lama, tp sy maklumin soalnya ada promo bank mega jadi banyak cust yg borong, karyawan nya cuma 2",5,112,pesan lama tp sy maklumin soal promo bank mega jadi banyak cust borong karyawan cuma 2,86
487,Hmm mantapss,5,12,hmm mantapss,12
488,"Tempat nongkrong yang cozy, ac dingin, banyak colokan, dan minumannya enak  ada varian dessert dan cemilan asin. Jadi gak bingung mau nyemil apa. Tempat parkir untuk mobil areanya tidak banyak.",4,193,tempat nongkrong cozy ac dingin banyak colok minum enak varian dessert cemilan asin jadi gak bingung mau nyemil apa tempat parkir mobil area banyak,147
489,Ada banyak promo menarik,5,24,banyak promo tarik,18
490,"Parah banget. Order di gojek pilih menu pickup di outlet eh ga boleh makan sambil duduk disitu. Bilangnya ga boleh bawa makan dari luar, lah kan makanan beli disitu ??? Iya kalau outlet kondisinya rame bgt gaada duduk trus kita maksa dicariin duduk, baru kita salah. Ini kondisi outlet sepi cuman 2 meja doang yang keisi. Sekedar duduk bentar aja ga boleh. Bahkan kata karyawannya buka kemasan take away yang dari excelso sendiri itu tidak boleh. Satu lagi, karyawan menjelaskan dengan tidak sopan. Cenderung mengusir.",1,518,parah banget order gojek pilih menu pickup outlet eh makan duduk situ bilang bawa makan luar lah kan makan beli situ iya kalau outlet kondisi rame bgt gaada duduk trus maksa dicariin duduk baru salah kondisi outlet sepi cuman 2 meja doang isi dar duduk bentar aja bahkan kata karyawannya buka kemas take away dari excelso sendiri tidak satu karyawan jelas tidak sopan cenderung usir,382
491,Masnya kurang cekatan. Ngasirin pembelian under 50k itu memakan waktu > 10 menit hadeeh awal bayar mau pakai livin karena luamaaaaaaaaaaa jadinya mau bayar pakai uang tunai  eh tahu tahu bisa itu Livin  nya (mas nya blm pencet yes   hadeeeh mas ) Rasa Kopi standard kopken lah tapi pelayanan perlu di tingkat kan karyawan nya di training aja buat lebih paham soal kasir dan semua tool bayar nya. Lokasi strategis sekali.. cocok untuk take away kurang sesuai untuk dine in.,3,472,mas kurang cekat ngasirin beli under 50k makan waktu 10 menit hadeeh awal bayar mau pakai livin luamaaaaaaaaaaa jadi mau bayar pakai uang tunai eh tahu tahu itu livin mas blm pencet yes hadeeeh mas rasa kopi standard kopken lah layan perlu tingkat kan karyawan training aja buat lebih paham soal kasir semua tool bayar lokasi strategis sekali cocok take away kurang sesuai dine in,380
492,"Pagi pagi tempat oleh olehnya sudah buka, tempatnya juga bersih, tersedia berbagai macam oleh oleh",5,98,pagi pagi tempat buka tempat bersih sedia bagai macam oleh oleh,63
493,Tak ramah,3,9,tak ramah,9
494,Gak suka nya karena terlalu lama prosesnya,2,42,gak suka terlalu lama proses,28
495,"Byk yg miss orderannya, luamaaa service nya poor    tdk sesuai difoto porsinya ...",2,82,byk miss order luamaaa service poor tdk sesuai foto porsi,57
496,Terimakasih kpd pak Rendi  atas pelayanannya  Boncafe Mantaap,5,61,terimakasih kpd pak rendi atas layan boncafe mantaap,52
497,"mau mereview tentang tukang parkir nya, sebenernya narik uang parkir tuh legal apa ilegal si. bnr2 tukang parkir nya nyebelin bgt, pemalak, premannn. pdahal walikota sby sudah menghimbau bahwa tdk boleh bayar parkir/menarik uang parkir kan?? lalu utk pegawai kopken apa tdk ada kewajiban sedikitpun kah untuk mengusir si tukang parkir??? (tanya aja) tadi ke kopken cuma beli dan take away pas dateng pun si TP (tukang parkir) gaada lah pas mau pulang dia nongol cuy. dia nanyain mau kemana ya kek basa basi gitu pgn dibayar parkir nya. trus ga aku jawab dia masih nanya lagii. dia mau nurunin tuh motor tp aku blg gausah bisa sendiri. ehh ga lama dia langsung saut aja tuh motor buat diturunin kesannya maksaaa gt lohh   . aku bingung harus bayar parkir gmn posisinya aku gaada cash. oh iya aku berdua ya, nah untung nih tmn ku ada cash 1000. si TP nagih  belum bayar  abistu tmnku ngasih sambil blg gaada uang lagi. ehh uang nya dibuang dongg di dpn kita dia sambil bilang  MOH GAK GELEM  sama ngomel2  ya kita takut dongg yauda kt langsung pergi aja jjrr takut bgt. sedih uang 1000 dibuang, pdhl buat anak kos itu sgtt butuhhh  . gmn ya ini apakah ada tanggapan dari pihak kopi kenangan mungkin berkenan untuk menanggapi",3,1222,mau mereview tukang parkir sebenernya narik uang parkir tuh legal apa ilegal si bnr2 tukang parkir nyebelin bgt malak premannn pdahal walikota sby menghimbau tdk bayar parkir tarik uang parkir kan lalu utk pegawai kopken apa tdk wajib sedikit usir si tukang parkir tanya aja tadi kopken cuma beli take away pas dateng si tp tukang parkir gaada lah pas mau pulang nongol cuy nanyain mau mana kek basa basi gitu pgn bayar parkir trus aku jawab masih nanya mau nurunin tuh motor tp aku blg gausah sendiri ehh lama dia langsung saut aja tuh motor buat diturunin kesan maksaaa gt lohh aku bingung bayar parkir gmn posisi aku gaada cash iya aku nah untung nih tmn ku cash 1000 si tp nagih bayar abistu tmnku ngasih blg gaada uang ehh uang buang dongg dpn dia bilang moh gak gelem sama ngomel2 kita takut dongg yauda kt langsung pergi aja jjrr takut bgt sedih uang 1000 buang pdhl buat anak kos sgtt butuhhh gmn ya ini ada tanggap pihak kopi kenang mungkin kenan untuk tanggap,969
498,Enak mah ini tempatnya.. servicenya oke juga,5,44,enak mah tempat servicenya oke,30
499,"Makyuss, mantab rasanya gak bakalan kecewan",5,43,makyuss mantab rasa gak bakal kecewan,37
500,Lokasi ada di dalam Superindo. Free Parking,5,43,lokasi di superindo free parking,32
501,"Pelayan kurang bagus . Karyawan kurang ramah .kalau lagi tdk membeli , duduk sebentar aja di suruh pergi ...",1,108,layan kurang bagus karyawan kurang ramah kalau tdk beli duduk sebentar aja suruh pergi,86
502,Cocok buat nongki ampe pagii,5,28,cocok buat nongki ampe pagi,27
503,Saya pesan lewat gojek sudah 1 jam tidak selesai2 dan dari pihak driver gojek bilang dia udh nunggu dan menanyakan terus tapii pihak karyawan tetap tidak di gubris kalo memang tidak mengatasi jual online dan offline tidak usah mencantumkan di online,1,249,pesan lewat gojek 1 jam selesai2 dari pihak driver gojek bilang udh nunggu tanya terus pihak karyawan tetap gubris kalo memang atas jual online offline usah cantum di online,173
504,"Alhamdulillah kopinya enak, baperista nya ramah, tempatnya comfortable, keep up the good work...",3,96,alhamdulillah kopi enak baperista ramah tempat comfortable keep up the good work,80
505,"Pelayanan ramah, parkir mudah, luas dan ada tukang parkirnya, tempatnya nyaman, didalam ruangan sejuk dan dingin karena ada pendingin ruangannya. Lokasi cukup strategis berada dipinggir jalan, dan daerah padat penduduk. Tempatnya cocok banget buas nugas, belajar, diskusi, atau kerja. Pilihan menu banyak dan sangat variatif, ada kopi, non-kopi, dan roti. Kopinya enak menurutku dan harganya sangat affordable, tinggal dipilih aja karena pilihannya banyak. Ada toiletnya, disediakan tisu juga. Mungkin kurangnya nggak ada Mushola aja kali ya, jadi kalo mau Sholat harus keluar. Parking: Lokasi berada didepan kedai kopi, parkirannya luas, dan ada tukang parkirnya Kid-friendliness: Untuk anak-anak menurutku kurang cocok, karena memang suasana disini itu cocok buat nugas dan kerja gitu sih. Tapi bisa saja semisal anak-anak kesini. Wheelchair accessibility: Akses kursi roda seperti agak sulit, karena memang tidak disediakan khusus lokasi dan layanan untuk kursi roda",5,969,layan ramah parkir mudah luas tukang parkir tempat nyaman ruang sejuk dingin dingin ruang lokasi cukup strategis pinggir jalan daerah padat duduk tempat cocok banget buas nugas ajar diskusi kerja pilih menu banyak sangat variatif kopi non-kopi roti kopi enak turut harga sangat affordable tinggal pilih aja pilih banyak ada toilet sedia tisu mungkin kurang ada mushola aja kali jadi kalo mau sholat keluar parking lokasi ada depan kedai kopi parkir luas ada tukang parkir kid-friendliness anak turut kurang cocok memang suasana sini cocok buat nugas kerja gitu sih bisa misal anak kesini wheelchair accessibility akses kursi roda agak sulit memang sedia khusus lokasi layan kursi roda,684
506,Buruk banget kasir tidak ramah kantong es di kasih yang besar pdhl beli chat time lainya bisa kantong yang 4k aja ini dikasih 8k oblok oblok tanya promo lgsng sinis kasir nya,1,174,buruk banget kasir ramah kantong es kasih besar pdhl beli chat time lai kantong 4k aja kasih 8k oblok oblok tanya promo lgsng sinis kasir,137
507,"sangat disayangkan parkir untuk driver online harus bayar, hasil terima order gak banyak,malah kena bayar parkir,, kecewa",1,121,sangat sayang parkir driver online bayar hasil terima order gak banyak malah kena bayar parkir kecewa,101
508,"Pelayanan cepat,memuaskan ,walaupun antri tapi tergolong cepat",5,62,layan cepat muas walaupun antri golong cepat,44
509,Pelayanan buruk dan kurang sopan gak ada ramahnya terhadap ojol....kita driver beli gak MINTA,1,93,layan buruk kurang sopan gak ramah hadap ojol driver beli gak minta,67
510,"Mie nya khas banget, selalu ramai, tempat nyaman dan lokasi strategis",5,69,mie khas banget selalu ramai tempat nyaman lokasi strategis,59
511,Banyak lalat,1,12,banyak lalat,12
512,"Udah lama gak ke mie mapan, semalam coba makan lagi dan pesan menu favorit yaitu penyetan otot. Lakok skrg cuma gajih yg di tepungi doang?? Ototnya mana? Sangat kecewa gak sepadan dgn harganya. Klo sambal mmg enak.",2,214,udah lama gak mie mapan malam coba makan dan pesan menu favorit penyet otot lakok skrg cuma gajih tepung doang otot mana sangat kecewa gak padan dgn harga klo sambal mmg enak,174
513,"Makanan ok semua, harga agak mahalan tapi sesuai dg harganya",5,60,makan semua harga mahal sesuai dg harga,39
514,Lek garap orderan online Ojo. Penyetan tok seng d garap. Masio mie Yo garapen sesuai urutan,1,91,lek garap order online ojo penyet tok seng d garap masio mie yo garapen sesuai urut,83
515,"Ini Chatime tapi versi mahalnya. Tapi bukan cuma harganya yang mahal ya, tempatnya juga beda, di sini tempat duduknya lebih nyaman. Porsi minumannya juga lebih besar. Jadi worth the price lah.",4,192,chatime versi mahal bukan cuma harga mahal tempat beda sini tempat duduk lebih nyaman porsi minum lebih besar jadi worth the price lah,134
516,"Meja kotor, sisa air tumpah di kursi tdk dikeringkn, layanan barista buruk, cuek & tdk komunikatif ( tdk di info ada free croissant )",1,133,meja kotor sisa air tumpah kursi tdk dikeringkn layan barista buruk cuek tdk komunikatif tdk info free croissant,112
517,"Satu kekurangan kopi kenangan di mana aja berada.. Seperti kafe lainnya.. Ruang ber AC utk perokok ga ada.. Kl smoke hrs duduk di meja luar dan panas... Secara kopi kenangan mantannya mmg msh blm ada pesaingnya... Yg lain cenderung lbh manis.. Kalo kopken rasanya pas ga kemanisan, kopi itemnya (americano) jg enak yg hot dan tanpa gula lbh nendang...",4,351,satu kurang kopi kenang mana aja seperti kafe ruang ber ac utk okok kl smoke hrs duduk meja luar panas cara kopi kenang mantan mmg msh blm saing cenderung lbh manis kalo kopken rasa pas manis kopi item americano jg enak hot tanpa gula lbh nendang,246
518,Tempatnya agak sempit karena memang rukonya kecil Pelayanan bagus Rasanya juga enak Pilihannya juga banyak Ada smoking areanya,4,126,tempat sempit memang ruko kecil layan bagus rasa enak pilih banyak smoking area,79
519,"Sambelnya uwenak! Empal suwir sama sambel terongnya juga mantap. Kalo ayam bakarnya lumayan lah, tapi jatuhnya lebih kayak ayam bumbu aja soalnya ndak ada gosong2nya bakaran samsek Tapi masakan Warung Bu Kris rasanya mantap!",5,224,sambelnya uwenak empal suwir sama sambel terong mantap kalo ayam bakar lumayan lah jatuh lebih kayak ayam bumbu aja soal ndak gosong2nya bakar samsek masakan warung bu kris rasa mantap,184
520,"Kalau hangout di Excelso Pakuwon City Mall, favorit kami outlet yang ini (posisi facade menghadap selatan), bukan yang timur. Kelebihannya, punya mezanin (lantai atas) dengan view yang ok banget buat kongkow, senyap dan mojok. Selain itu, ini cabang langsung milik PT. Kapal Api, bukan franchise. Minuman favorite tetap coffee float, sunda kelapa, sementara makannya carbonara dan platter. Service selalu ok di sini. All price tanpa service charge. Highly recommended. Vegetarian options: Various of salad Parking: Spacious yet comfort",5,535,kalau hangout excelso pakuwon city mall favorit outlet posisi facade hadap selatan bukan timur lebih punya mezanin lantai atas view banget buat kongkow senyap mojok itu ini cabang langsung milik pt kapal api bukan franchise minum favorite tetap coffee float sunda kelapa makan carbonara platter service selalu ok di sini all price service charge highly recommended vegetarian options various of salad parking spacious yet comfort,429
521,Ramai antrian. Mungkin karena promo Jenius Rp. 7777,5,51,ramai antri mungkin promo jenius rp 7777,40
522,"Kopi mantap, pelayanan bagus, tempat nya oke banget dengan musik klasik nya...",5,78,kopi mantap layan bagus tempat oke banget musik klasik,54
523,"Dipaksa beli ukuran large atau paket, katanya cup reguler terbatas. Kalo cupnya terbatas urusan store lah masa saya",1,115,paksa beli ukur large paket kata cup reguler batas kalo cup batas urus store lah masa,85
524,Tempat nyaman dan pegawenya rama2,5,33,tempat nyaman pegawenya rama2,29
525,Map tidak sesuai dengan lokasi,1,30,map sesuai lokasi,17
526,Tempat bersih dan nyaman,5,24,tempat bersih nyaman,20
527,"1. pelayannya buruk ga sebagus TP 1, sayang sudah tutup. waktu itu sy beli iced caramel black tea macchiato tp dikasih black tea macchiato, saya minta ganti krn ga sesuai pesenan untungnya ada salah satu staff nawarin buat ganti baru dan meminta maaf atas kesalahannya, tp mas kasir dan mbak mbak ngeliatin sy sinis pdhl sy sudah jelas mau pesan ICED CARAMEL BLACK TEA MACCHIATO 2. saya lg cerita lewat depan koi tp 6 kebetulan lg cerita dgn teman, dan mas berkacamata ngikutin apa yg sy temen sy bilang, attitude nya dimana mas? udh dewasa kok tingkahlaku kyk anak kecil. selepas saya kena 2 masalah itu saya gamau balik lg di koi tp 6. pdhl saya sering di koi tp1",1,665,1 layan buruk bagus tp 1 sayang tutup waktu sy beli iced caramel black tea macchiato tp kasih black tea macchiato minta ganti krn sesuai sen untung salah satu staff nawarin buat ganti baru minta maaf atas salah tp mas kasir mbak mbak ngeliatin sy sinis pdhl sy jelas mau pesan iced caramel black tea macchiato 2 lg cerita lewat depan koi tp 6 betul lg cerita dgn teman mas kacamata ngikutin apa sy temen sy bilang attitude mana mas udh dewasa kok tingkahlaku kyk anak kecil lepas kena 2 masalah gamau balik lg koi tp 6 pdhl saya sering koi tp1,543
528,Mbaknya malas2 an dan ga ramah. Sayang sekali pdhl enak,2,55,mbak malas2 an ramah sayang sekali pdhl enak,44
529,"Salah satu cafe yang enak untuk nugas karena ada wifi dan ac yang dingin untuk indoor, cuma biasa kalau malam suka ramai dan tidak ada tempat",5,141,salah satu cafe enak nugas wifi ac dingin indoor cuma biasa kalau malam suka ramai tidak ada tempat,99
530,Terimakasih,5,11,terimakasih,11
531,Menu andalan salmon steak dengan dajian dibakar ditempat dan breakfast tea,5,74,menu andal salmon steak dajian bakar tempat breakfast tea,57
532,Langganan acara makan keluarga.,5,31,langgan acara makan keluarga,28
533,Suka beli di sini cz pelayanannya ramah2,5,40,suka beli sini cz layan ramah2,30
534,"Seperti biasanya, mantap",5,24,biasa mantap,12
535,Pelayannya ramah bangettt,5,25,layan ramah bangettt,20
536,"Karyawannya baik baik semua, ramah, happy bngt kalo kesini karena pelayanannya oke",5,82,karyawannya baik baik semua ramah happy bngt kalo kesini layan oke,66
537,"satpamnya songong bgt?!! padahal gue juga beli anjir, bisa bisanya ke pelanggan lain ramah ke gue engga?",1,104,satpam songong bgt padahal gue beli anjir bisa langgan ramah gue engga,70
538,Nyaman tempat yg dii dalamnya Cuma kapasitas kecil. Top menu: greentea macchiato,5,80,nyaman tempat dii cuma kapasitas kecil top menu greentea macchiato,66
539,Makanannya enak mantap,4,22,makan enak mantap,17
540,"Ultah ponakakan disini kurang nasi cepet dtg ,nambah ayam 10 menit dtg,,top,klu masalah rasa pasti enak lah ya,,oh ya cobain mie goreng jawanya enak",5,148,ultah ponakakan sini kurang nasi cepet dtg nambah ayam 10 menit dtg top klu masalah rasa enak lah oh cobain mie goreng jawanya enak,131
541,Tempat duduknya terlalu sedikit.,5,32,tempat duduk terlalu sedikit,28
542,"Taste sop buntut bening lumayan lah .. nasi empal    .. Lebih parahnya pegawenya waitress yg ambil order masih ok. Tapi yg antar minum cewek model jutek, trus straw dilempar! Juga KASIR .. JANGAN BANYAK OMONG KALO LAGI LAYANI TAMU. Dan sebaiknya saat kerja diam ( kebanyakan staff nya banyak cocot alias BACOT ) Saya type org yg ga suka liat pegawe banyak omong/ guyon dan sebagainya !! Terlebih wajahnya tidak ramah! Bu RUDY! Training pegawenya dong! Mosok resto sebesar bu rudy, pelayanannnya sangat jelek???",1,510,taste sop buntut bening lumayan lah nasi empal lebih parah pegawenya waitress ambil order ok antar minum cewek model jutek trus straw lempar kasir jangan banyak omong kalo layan tamu baik kerja diam banyak staff banyak cocot alias bacot type org suka liat pegawe banyak omong guyon bagai lebih wajah ramah bu rudy training pegawenya dong mosok resto besar bu rudy pelayanannnya sangat jelek,390
543,"pelayanan cepet, makanan enk, porsinya juga pas cocok bnget dehh",5,64,layan cepet makan enk porsi pas cocok bnget dehh,48
544,Menu favorit anak saya: Cheese Crust!,5,37,menu favorit anak cheese crust,30
545,Semua tempat debest,5,19,semua tempat debest,19
546,"Menu oke, pramusaji ramah.... Tempat bersih",5,43,menu oke pramusaji ramah tempat bersih,38
547,Mantap dapat promo buy 1 get 1 terimakasih,5,42,mantap promo buy 1 get 1 terimakasih,36
548,"Tempatnya nyaman, pelayanannya juga ramah",5,41,tempat nyaman layan ramah,25
549,"langganan sedari dulu, selalu ramai di jam jam tertentu saran aja semoga tmpt nya diperlebar atau ruangan dikasih ac biar lbh nyaman",5,132,langgan dar dulu selalu ramai jam jam saran aja moga tmpt lebar ruang kasih ac biar lbh nyaman,94
550,Pemilihan lagu nya terlalu Nge Beat... kurang nyaman buat makan dengan keluarga,4,79,pilih lagu terlalu nge beat kurang nyaman buat makan keluarga,61
551,"chocolate bobanya enakk    trs sama nyobain mango green teanya xixii, pelayanannya juga cepet, jadi gak nunggu kelamaan xixii manteepp bgtt lah",5,143,chocolate bobanya enakk trs sama nyobain mango green teanya xixii layan cepet jadi gak nunggu lama xixii manteepp bgtt lah,122
552,Excelso dg lokasi terbaik di GM,5,31,excelso dg lokasi baik gm,25
553,Pelayanan sangat ramah,5,22,layan sangat ramah,18
554,"Makanan enak pol, tapi AC nya minta di cuci atau bilaperlu diganti, surabaya sumuk ndromos",5,90,makan enak pol ac minta cuci bilaperlu ganti surabaya sumuk ndromos,67
555,Sederhana,2,9,sederhana,9
556,"Habis PCR ngopi dulu di sini. Sambil berjemur pagi, sehat sekali.",5,65,habis pcr ngopi dulu sini jemur pagi sehat sekali,49
557,Kerjanya lambat.  Udah pesen dari lama gak di kerjakan.  Menejemenyaa tolong di perbaiki.,1,89,kerja lambat udah sen lama gak kerja menejemenyaa di baik,57
558,"Aduh kok encer ya yg di sini   pesen yg dutch chocolate n mocha latte, parah rasanya, encer dan ngga kerasa coklatnya sama sekali, bahkan susu ultra taste better. Kecewa banget, soalnya udah langganan di kopken ngagel yg rasanya ngga pernah luput.",1,247,aduh kok encer sini sen dutch chocolate n mocha latte parah rasa encer ngga rasa coklat sama sekali bahkan susu ultra taste better kecewa banget soal udah langgan kopken ngagel rasa ngga pernah luput,199
559,"Cocok buat kalian  yang lebih ke introvert style, suasana nyaman dan bersih. Sajian menu minuman machiato plis double shotnya sangat mantap ditemani sajian bakery dari starbuck. Mantapppp",5,187,cocok buat kalian lebih introvert style suasana nyaman bersih saji menu minum machiato plis double shotnya sangat mantap tani saji bakery starbuck mantapppp,156
560,"Selama ngopi di starbucks, walaupun starbucks saya tidak ada saldonya tetep bisa ambil reward. Pas disini mau ambil reward dengan saldo kosong malah disuruh top up karena alasan  sistem baru Padahal di Starbucks lain mau ambil reward tanpa top up ngga masalah dan bisa.",3,269,lama ngopi starbucks walaupun starbucks tidak saldo tetep ambil reward pas sini mau ambil reward saldo kosong malah suruh top up alas sistem baru padahal starbucks mau ambil reward top up ngga masalah bisa,205
561,Masih sama seperti dulu. Bagi pecinta steak yg old food taste,4,61,sama dulu cinta steak old food taste,36
562,Enakkkk. Ada harga ada rasa. Tempatnya nyaman sih menurutku. Buatku rekomended ini mah,5,86,enakkkk harga rasa tempat nyaman sih turut buat rekomended mah,62
563,Maknyus pedesnya...,4,19,maknyus pedesnya,16
564,Menyediakan menu makanan ikan air tawar. Tempatnya besar dan parkirnya juga banyak. Pelayanan ramah dan cepat. Menyediakan jalan untuk pengguna kursi roda. Parking: Lokasi parkir di pinggir jalan dan tersedia cukup banyak Wheelchair accessibility: Ada akses untuk pengguna kursi roda,5,283,sedia menu makan ikan air tawar tempat besar parkir banyak layan ramah cepat sedia jalan guna kursi roda parking lokasi parkir pinggir jalan sedia cukup banyak wheelchair accessibility akses guna kursi roda,206
565,"Tempat favorit untuk nongkrong, super nyaman Pelayanan cepat, cuman kalau weekend agak lama, tapi wajar Banyak promo kalau melalui aplikasi Untuk makanan favorit di: - spagetti bolognese - dory and french fries",5,210,tempat favorit nongkrong super nyaman layan cepat cuman kalau weekend lama wajar banyak promo kalau lalu aplikasi makan favorit - spagetti bolognese - dory and french fries,172
566,tempat ngopi yg enak sambil duduk lepas cape habis  jalan2 di mall tp... posisi cafe pas ditengah tp 3 jd bisa ngopi sambil tolah toleh,5,135,tempat ngopi enak duduk lepas cape habis jalan2 mall tp posisi cafe pas tengah tp 3 jd ngopi tolah toleh,104
567,"pelayanan nya ramah bgt, kopi nya ge pernah salahh",5,50,layan ramah bgt kopi ge pernah salahh,37
568,always many customers,5,21,always many customers,21
569,Kesini karena ramai dan pas hujan. Nyari makan yg anget,4,55,kesini ramai pas hujan nyari makan anget,40
570,kurang ok dibanding yg cabang lainnya karena makannya bukan di atas piring dan sambalnya ga bisa ambil sepuasnya.,3,113,kurang banding cabang karena makan bukan atas piring sambal ambil puas,70
571,"Tempatnya nyaman untuk kerja maupun ngobrol sama temen, disini saya memesan Yakisoba karena lihat dari posternya, ternyata porsinya cukup kecil dengan harga premium, dan isinya juga sederhana, dan rasa yang eatable, rasa yakisoba akan lebih enak ketika ditambah dengan sausnya, yakisoba disini disajikan di atas piring plastik, tapi tekstur mienya kenyal jadi nilai tambah utk yakisoba disini, untuk minumannya seger dan manisnya cukup, porsi makanan, rasa, antrian dan waktu pelayanannya  harap bisa di tingkatkan lagi",5,519,tempat nyaman kerja maupun ngobrol sama temen sini mes yakisoba lihat poster nyata porsi cukup kecil harga premium isi sederhana rasa eatable rasa yakisoba lebih enak tambah saus yakisoba sini saji atas piring plastik tekstur mienya kenyal jadi nilai tambah utk yakisoba sini minum seger manis cukup porsi makan rasa antri waktu layan harap di tingkat,351
572,The barista is friendly and helpful,5,35,the barista is friendly and helpful,35
573,"Less workers. Its been a long time since I ordered 2 drinks. Blend while making a drink. I dont make drinks, I just grind them. Wow",3,131,less workers its been a long time since i ordered 2 drinks blend while making a drink i dont make drinks i just grind them wow,126
574,"Kalau ke Bu Kris yang di pengampon, wajib coba kotot penyetnya. Di Bu Kris yang lain ngga ada menu ini. Mantab rasanya",5,118,kalau bu kris pengampon wajib coba kotot penyet di bu kris lain ngga menu mantab rasa,85
575,"viewnya bagus klo sore ke sini sekali, klo dibanding sb lain di sini selalu rame dan sinyalnya kurang banget, jarang ada tempat kosong service agak lama, saya dapet meja bekas orang, masih ada sisa makanan saya minta bersihin udah 4x baru dibersihin padahal saya mau kasi laptop dll",3,282,viewnya bagus klo sore sini sekali klo banding sb di sini selalu rame sinyal kurang banget jarang tempat kosong service lama dapet meja bekas orang ada sisa makan minta bersihin udah 4x baru dibersihin padahal mau kasi laptop,225
576,Mkn siang dulu ale...,5,21,mkn siang dulu ale,18
577,Ngopi sambil mendengarkan Klakson Mobil & Motor,5,47,ngopi dengar klakson mobil motor,32
578,Nikmat banget..,5,15,nikmat banget,13
579,"Pelayanannya sangat cepat, lumayan buat buat nyambil isi bensin...",5,66,layan sangat cepat lumayan buat buat nyambil isi bensin,55
580,"Tdk ada tempat duduk deh sptnya, kemarin beli takeaway, sepi, pelayanan cepat. Edit: Trnyata ddukannya, baru kali ini duduk, agak lama nunggunya.",5,145,tdk tempat duduk deh sptnya kemarin beli takeaway sepi layan cepat edit trnyata ddukannya baru kali duduk lama nunggunya,120
