ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
467,"Makanannya emang enak. Suasana sangat biasa saja, tidak ada yg menarik. Zonk, sy kira klo pake dinding kaca gedhe ada AC, ternyata AC rusak semua, cuma pake kipas angin.",3,169,emang enak suasana sangat biasa tidak tarik zonk sy kira klo pake dinding kaca gedhe ac nyata ac rusak semua cuma pake kipas angin,130
468,"Pelayanan bagus, cepat.",5,23,bagus cepat,11
469,Heeey mas2 yg jaga outlet chatime yg ramah ya looo.... Masak iya cuma beli satu doang malah di barengin sama gojek yg antriannya jauh di belakang aku.... Giliran di tanyain punya ku tinggal press kenapa gak di press lahhh malah bentak yg katanya duluan gojek.... Etikaaa looo yaaaaa sama mata melototin gua lagiii.... Loo pikir cuma loe doang kerja di bidang jasaaa... Kalau sudah di racik kenapa gak langsung di packing kenapa harus di kumpulinnnn.....,1,453,heeey mas jaga outlet chatime ramah looo masak iya cuma beli satu doang malah barengin sama gojek antri jauh belakang aku gilir tanyain punya ku tinggal press kenapa gak press lahhh malah bentak kata duluan gojek etikaaa looo yaaaaa sama mata melototin gua lagiii loo pikir cuma loe doang kerja bidang jasaaa kalau racik kenapa gak langsung packing kenapa kumpulinnnn,367
470,"Menu lychee series koi. Basicly ini teh sirup leci diberi topping krim machiatto di atasnya. Untuk rasa tehnya ok, masih ada pahit-pahitnya. Rasa lecinya malu-malu. Kalau ditambah buah leci asli mungkin lebih baik selain untuk nambah tekstur juga. Krim machiattonya enak, creamy dan lembut. Overall ini tidak begitu manis, jadi aman untuk orang yang kurang suka manis.",5,368,menu lychee series koi basicly teh sirup leci beri topping krim machiatto atas rasa teh masih pahit rasa leci malu kalau tambah buah leci asli mungkin lebih baik selain nambah tekstur krim machiattonya enak creamy lembut overall tidak begitu manis jadi aman orang kurang suka manis,281
471,"Sorry pelayanan lama , untuk online",1,35,sorry lama online,17
472,"Dulu ini tempat basecamp terenak sih kalo lg gabut malam2 sampe tengah malam dan dulu ac dilantai 3 dingin bgt,tp entah knp semakin kesini sampah yg dilantai 3 kalo udh penuh jarsng dilirik sama mungkin maintain lg acnya karena kadang yg gk suka ngerokok prefer di lt 3 dan kurang adem. Dan minusnya masih ada aja pelanggan yg gk mau bantu membuang sampahnya sendiri",4,366,dulu basecamp enak sih kalo lg gabut malam sampe tengah malam dulu ac lantai dingin bgt tp entah knp makin kesini sampah lantai kalo udh penuh jarsng lirik sama mungkin maintain lg acnya karena kadang gk suka ngerokok prefer lt kurang adem minus masih aja langgan gk mau bantu buang sampah sendiri,297
473,"Chatime atealier disini gabung 3 ya , chatime atealier , cupbap , dan gindaco disatu tempat. Sekarang poin chatime dijadiin satu di my fnb . Bisa ditukarkan dengan beli online di cupbap , atealier dan gindaco . Jadi tidak hanya bisa dipakai di chatime aja . Gindaconya lumayan enak ya , besar besar kemarin beli pakai poin dan dapat promo potongan 10rb . Cupbab nyobain toppokinya enak juga meskipun agak pedas untuk anak anak . Yang atealier kemarin cobain hazelnut enak dan gede banget .",5,489,chatime atealier sini gabung chatime atealier cupbap gindaco satu sekarang poin chatime dijadiin satu fnb tukar beli online cupbap atealier gindaco jadi tidak pakai chatime aja gindaconya lumayan enak besar besar kemarin beli pakai poin promo potong rb cupbab nyobain toppokinya enak meski agak pedas anak anak atealier kemarin cobain hazelnut enak gede banget,360
474,Tempatnya nyaman meskipun mungil. Bisa sambil kerja.. Kopinya enak n ga bikin kantong bolong. Cuma kurang colokan listrik... Hihihi...,5,134,nyaman meski mungil kerja kopi enak ga bikin kantong bolong cuma kurang colok listrik hihihi,92
475,Mendapatkan pengalaman tidak mengenakan dari pelayanan nya selama 1 jam makanan tidak keluar keluar dengan alasan tidak ke input padahal pelayan tau meja kami kosong tidak ada makanan mereka tidak mencoba untuk tanya apakah sudah pesan atau belum...atau ada makanan yang blum kluar....,1,285,alam tidak kena lama jam tidak keluar keluar alas tidak input padahal tau meja kosong tidak tidak coba tanya pesan belum blum kluar,131
476,"Tempatnya bersih,nyaman makin sore juga makin tenang makin asik buat me time :)",5,79,bersih nyaman makin sore makin tenang makin asik buat time,58
477,Pelayan asik,5,12,asik,4
478,tempatnya enak ada psnya,5,24,enak psnya,10
479,Cangkruk ngopi sek.....,4,23,cangkruk ngopi sek,18
480,keren bagus nyaman,5,18,keren bagus nyaman,18
481,Strategis dan bersih.pelayanan ramah,5,36,strategis bersih ramah,22
482,Untuk Rasa Seperti pada kopi kenangan lainnya Untuk pelayanan nya baik ramah dan Gercep Terima Kasih Sukses Selalu Buat Pemilik Kopi kenangan beserta Para Tim nya Salam Sukses dan Salam BOLBOLFAMS,4,196,rasa kopi kenang lain baik ramah gercep terima kasih sukses selalu buat milik kopi kenang tim salam sukses salam bolbolfams,123
483,Pesanan sesuai request,5,22,pesan sesuai request,20
484,"baru tahu ada menu es cream di chatime, rasa es cream nya enak aroma teh dan tidak terlalu manis,tidak mudah leleh meski saya makan ayam dulu masih tidak terlalu meleleh, tempat juga nyaman",5,189,baru tahu menu es cream chatime rasa es cream enak aroma teh tidak terlalu manis tidak mudah leleh meski ayam dulu masih tidak terlalu leleh nyaman,147
485,"Love it ! Bintang 5 buat rasa kopi yang kita pesan dan buat staffnya. Kita beli menu hot dan cold. Yg cold aku beli salted caramel iced coffee, rasanya gurih manis, manis caramel. Yg hot aku beli kopi houseblend dan susu. Mereka ramah dan sopan, juga membantu. Trimakasih sudah melayani dg baik. Baristanya sudah ramah, membantu plus good looking hehe    nyaman deh belinya. Trimakasih. Tempatnya rekomendasi take away deh. Klo buat dine-in gak ada tempat duduk yg cukup, dan juga gak ada meja. Untuk harga standar menurutku sekelas coffee shop. Menu yang ada kebanyakan pakai es atau cold drinks, tapi bisa juga dibuat hot drinks. Cuusss mampir ke sini dan pilih mau minum kopi apa heheh",5,688,love bintang buat rasa kopi pesan buat staffnya beli menu hot cold cold aku beli salted caramel iced coffee rasa gurih manis manis caramel hot aku beli kopi houseblend susu ramah sopan bantu trimakasih dg baik baristanya ramah bantu plus good looking hehe nyaman deh beli trimakasih rekomendasi take away deh klo buat dinein gak duduk cukup gak meja harga standar turut kelas coffee shop menu banyak pakai es cold drinks tapi buat hot drinks cuusss mampir sini pilih mau kopi apa heheh,485
486,"Pesanannya agak lama, tp sy maklumin soalnya ada promo bank mega jadi banyak cust yg borong, karyawan nya cuma 2",5,112,pesan agak lama tp sy maklumin soal promo bank mega jadi banyak cust borong karyawan cuma,89
487,Hmm mantapss,5,12,hmm mantapss,12
488,"Tempat nongkrong yang cozy, ac dingin, banyak colokan, dan minumannya enak  ada varian dessert dan cemilan asin. Jadi gak bingung mau nyemil apa. Tempat parkir untuk mobil areanya tidak banyak.",4,193,nongkrong cozy ac dingin banyak colok enak varian dessert cemilan asin jadi gak bingung mau nyemil apa parkir mobil area tidak banyak,133
489,Ada banyak promo menarik,5,24,banyak promo tarik,18
490,"Parah banget. Order di gojek pilih menu pickup di outlet eh ga boleh makan sambil duduk disitu. Bilangnya ga boleh bawa makan dari luar, lah kan makanan beli disitu ??? Iya kalau outlet kondisinya rame bgt gaada duduk trus kita maksa dicariin duduk, baru kita salah. Ini kondisi outlet sepi cuman 2 meja doang yang keisi. Sekedar duduk bentar aja ga boleh. Bahkan kata karyawannya buka kemasan take away yang dari excelso sendiri itu tidak boleh. Satu lagi, karyawan menjelaskan dengan tidak sopan. Cenderung mengusir.",1,518,parah banget order gojek pilih menu pickup outlet eh ga duduk situ bilang ga bawa luar lah kan beli situ iya kalau outlet kondisi rame bgt gaada duduk trus maksa dicariin duduk baru salah kondisi outlet sepi cuman meja doang isi dar duduk bentar aja ga bahkan kata karyawannya buka kemas take away excelso sendiri tidak satu karyawan jelas tidak sopan cenderung usir,366
491,Masnya kurang cekatan. Ngasirin pembelian under 50k itu memakan waktu > 10 menit hadeeh awal bayar mau pakai livin karena luamaaaaaaaaaaa jadinya mau bayar pakai uang tunai  eh tahu tahu bisa itu Livin  nya (mas nya blm pencet yes   hadeeeh mas ) Rasa Kopi standard kopken lah tapi pelayanan perlu di tingkat kan karyawan nya di training aja buat lebih paham soal kasir dan semua tool bayar nya. Lokasi strategis sekali.. cocok untuk take away kurang sesuai untuk dine in.,3,472,mas kurang cekat ngasirin beli waktu menit hadeeh awal bayar mau pakai livin karena luamaaaaaaaaaaa jadi mau bayar pakai uang tunai eh tahu tahu livin mas blm pencet yes hadeeeh mas rasa kopi standard kopken lah tapi perlu tingkat kan karyawan training aja buat lebih paham soal kasir semua tool bayar lokasi strategis sekali cocok take away kurang sesuai dine,360
492,"Pagi pagi tempat oleh olehnya sudah buka, tempatnya juga bersih, tersedia berbagai macam oleh oleh",5,98,pagi pagi buka bersih sedia bagai macam,39
493,Tak ramah,3,9,tak ramah,9
494,Gak suka nya karena terlalu lama prosesnya,2,42,gak suka karena terlalu lama proses,35
495,"Byk yg miss orderannya, luamaaa service nya poor    tdk sesuai difoto porsinya ...",2,82,byk miss order luamaaa service poor tdk sesuai foto porsi,57
496,Terimakasih kpd pak Rendi  atas pelayanannya  Boncafe Mantaap,5,61,terimakasih kpd pak rendi atas boncafe mantaap,46
497,"mau mereview tentang tukang parkir nya, sebenernya narik uang parkir tuh legal apa ilegal si. bnr2 tukang parkir nya nyebelin bgt, pemalak, premannn. pdahal walikota sby sudah menghimbau bahwa tdk boleh bayar parkir/menarik uang parkir kan?? lalu utk pegawai kopken apa tdk ada kewajiban sedikitpun kah untuk mengusir si tukang parkir??? (tanya aja) tadi ke kopken cuma beli dan take away pas dateng pun si TP (tukang parkir) gaada lah pas mau pulang dia nongol cuy. dia nanyain mau kemana ya kek basa basi gitu pgn dibayar parkir nya. trus ga aku jawab dia masih nanya lagii. dia mau nurunin tuh motor tp aku blg gausah bisa sendiri. ehh ga lama dia langsung saut aja tuh motor buat diturunin kesannya maksaaa gt lohh   . aku bingung harus bayar parkir gmn posisinya aku gaada cash. oh iya aku berdua ya, nah untung nih tmn ku ada cash 1000. si TP nagih  belum bayar  abistu tmnku ngasih sambil blg gaada uang lagi. ehh uang nya dibuang dongg di dpn kita dia sambil bilang  MOH GAK GELEM  sama ngomel2  ya kita takut dongg yauda kt langsung pergi aja jjrr takut bgt. sedih uang 1000 dibuang, pdhl buat anak kos itu sgtt butuhhh  . gmn ya ini apakah ada tanggapan dari pihak kopi kenangan mungkin berkenan untuk menanggapi",3,1222,mau mereview tukang parkir sebenernya narik uang parkir tuh legal apa ilegal si bnr tukang parkir nyebelin bgt malak premannn pdahal walikota sby menghimbau tdk bayar parkir tarik uang parkir kan lalu utk pegawai kopken apa tdk wajib sedikit usir si tukang parkir tanya aja tadi kopken cuma beli take away pas dateng si tp tukang parkir gaada lah pas mau pulang nongol cuy nanyain mau mana kek basa basi gitu pgn bayar parkir trus ga aku jawab masih nanya mau nurunin tuh motor tp aku blg gausah sendiri ehh ga lama langsung saut aja tuh motor buat diturunin kesan maksaaa gt lohh aku bingung bayar parkir gmn posisi aku gaada cash iya aku nah untung nih tmn ku cash si tp nagih belum bayar abistu tmnku ngasih blg gaada uang ehh uang buang dongg dpn bilang moh gak gelem sama ngomel takut dongg yauda kt langsung pergi aja jjrr takut bgt sedih uang buang pdhl buat anak kos sgtt butuhhh gmn tanggap pihak kopi kenang mungkin kenan tanggap,939
498,Enak mah ini tempatnya.. servicenya oke juga,5,44,enak mah servicenya oke,23
499,"Makyuss, mantab rasanya gak bakalan kecewan",5,43,makyuss mantab rasa gak bakal kecewan,37
500,Lokasi ada di dalam Superindo. Free Parking,5,43,lokasi superindo free parking,29
501,"Pelayan kurang bagus . Karyawan kurang ramah .kalau lagi tdk membeli , duduk sebentar aja di suruh pergi ...",1,108,kurang bagus karyawan kurang ramah kalau tdk beli duduk sebentar aja suruh pergi,80
502,Cocok buat nongki ampe pagii,5,28,cocok buat nongki ampe pagi,27
503,Saya pesan lewat gojek sudah 1 jam tidak selesai2 dan dari pihak driver gojek bilang dia udh nunggu dan menanyakan terus tapii pihak karyawan tetap tidak di gubris kalo memang tidak mengatasi jual online dan offline tidak usah mencantumkan di online,1,249,pesan lewat gojek jam tidak selesai pihak driver gojek bilang udh nunggu tanya terus tapi pihak karyawan tetap tidak gubris kalo memang tidak atas jual online offline tidak usah cantum online,191
504,"Alhamdulillah kopinya enak, baperista nya ramah, tempatnya comfortable, keep up the good work...",3,96,alhamdulillah kopi enak baperista ramah comfortable keep good work,66
505,"Pelayanan ramah, parkir mudah, luas dan ada tukang parkirnya, tempatnya nyaman, didalam ruangan sejuk dan dingin karena ada pendingin ruangannya. Lokasi cukup strategis berada dipinggir jalan, dan daerah padat penduduk. Tempatnya cocok banget buas nugas, belajar, diskusi, atau kerja. Pilihan menu banyak dan sangat variatif, ada kopi, non-kopi, dan roti. Kopinya enak menurutku dan harganya sangat affordable, tinggal dipilih aja karena pilihannya banyak. Ada toiletnya, disediakan tisu juga. Mungkin kurangnya nggak ada Mushola aja kali ya, jadi kalo mau Sholat harus keluar. Parking: Lokasi berada didepan kedai kopi, parkirannya luas, dan ada tukang parkirnya Kid-friendliness: Untuk anak-anak menurutku kurang cocok, karena memang suasana disini itu cocok buat nugas dan kerja gitu sih. Tapi bisa saja semisal anak-anak kesini. Wheelchair accessibility: Akses kursi roda seperti agak sulit, karena memang tidak disediakan khusus lokasi dan layanan untuk kursi roda",5,969,ramah parkir mudah luas tukang parkir nyaman ruang sejuk dingin karena dingin ruang lokasi cukup strategis pinggir jalan daerah padat duduk cocok banget buas nugas ajar diskusi kerja pilih menu banyak sangat variatif kopi nonkopi roti kopi enak turut harga sangat affordable tinggal pilih aja karena pilih banyak toilet sedia tisu mungkin kurang nggak mushola aja kali jadi kalo mau sholat keluar parking lokasi depan kedai kopi parkir luas tukang parkir kidfriendliness anak turut kurang cocok karena memang suasana sini cocok buat nugas kerja gitu sih tapi misal anak kesini wheelchair accessibility akses kursi roda agak sulit karena memang tidak sedia khusus lokasi kursi roda,680
506,Buruk banget kasir tidak ramah kantong es di kasih yang besar pdhl beli chat time lainya bisa kantong yang 4k aja ini dikasih 8k oblok oblok tanya promo lgsng sinis kasir nya,1,174,buruk banget kasir tidak ramah kantong es kasih besar pdhl beli chat time lai kantong aja kasih oblok oblok tanya promo lgsng sinis kasir,137
507,"sangat disayangkan parkir untuk driver online harus bayar, hasil terima order gak banyak,malah kena bayar parkir,, kecewa",1,121,sangat sayang parkir driver online bayar hasil terima order gak banyak malah kena bayar parkir kecewa,101
508,"Pelayanan cepat,memuaskan ,walaupun antri tapi tergolong cepat",5,62,cepat muas walaupun antri tapi golong cepat,43
509,Pelayanan buruk dan kurang sopan gak ada ramahnya terhadap ojol....kita driver beli gak MINTA,1,93,buruk kurang sopan gak ramah hadap ojol driver beli gak minta,61
510,"Mie nya khas banget, selalu ramai, tempat nyaman dan lokasi strategis",5,69,mie khas banget selalu ramai nyaman lokasi strategis,52
511,Banyak lalat,1,12,banyak lalat,12
512,"Udah lama gak ke mie mapan, semalam coba makan lagi dan pesan menu favorit yaitu penyetan otot. Lakok skrg cuma gajih yg di tepungi doang?? Ototnya mana? Sangat kecewa gak sepadan dgn harganya. Klo sambal mmg enak.",2,214,udah lama gak mie mapan malam coba pesan menu favorit penyet otot lakok skrg cuma gajih tepung doang otot mana sangat kecewa gak padan dgn harga klo sambal mmg enak,164
513,"Makanan ok semua, harga agak mahalan tapi sesuai dg harganya",5,60,semua harga agak mahal tapi sesuai dg harga,43
514,Lek garap orderan online Ojo. Penyetan tok seng d garap. Masio mie Yo garapen sesuai urutan,1,91,lek garap order online ojo penyet tok seng garap masio mie yo garapen sesuai urut,81
515,"Ini Chatime tapi versi mahalnya. Tapi bukan cuma harganya yang mahal ya, tempatnya juga beda, di sini tempat duduknya lebih nyaman. Porsi minumannya juga lebih besar. Jadi worth the price lah.",4,192,chatime tapi versi mahal tapi bukan cuma harga mahal beda sini duduk lebih nyaman porsi lebih besar jadi worth price lah,120
516,"Meja kotor, sisa air tumpah di kursi tdk dikeringkn, layanan barista buruk, cuek & tdk komunikatif ( tdk di info ada free croissant )",1,133,meja kotor sisa air tumpah kursi tdk dikeringkn barista buruk cuek tdk komunikatif tdk info free croissant,106
517,"Satu kekurangan kopi kenangan di mana aja berada.. Seperti kafe lainnya.. Ruang ber AC utk perokok ga ada.. Kl smoke hrs duduk di meja luar dan panas... Secara kopi kenangan mantannya mmg msh blm ada pesaingnya... Yg lain cenderung lbh manis.. Kalo kopken rasanya pas ga kemanisan, kopi itemnya (americano) jg enak yg hot dan tanpa gula lbh nendang...",4,351,satu kurang kopi kenang mana aja kafe lain ruang ber ac utk okok ga kl smoke hrs duduk meja luar panas cara kopi kenang mantan mmg msh blm saing lain cenderung lbh manis kalo kopken rasa pas ga manis kopi item americano jg enak hot tanpa gula lbh nendang,254
518,Tempatnya agak sempit karena memang rukonya kecil Pelayanan bagus Rasanya juga enak Pilihannya juga banyak Ada smoking areanya,4,126,agak sempit karena memang ruko kecil bagus rasa enak pilih banyak smoking area,78
519,"Sambelnya uwenak! Empal suwir sama sambel terongnya juga mantap. Kalo ayam bakarnya lumayan lah, tapi jatuhnya lebih kayak ayam bumbu aja soalnya ndak ada gosong2nya bakaran samsek Tapi masakan Warung Bu Kris rasanya mantap!",5,224,sambelnya uwenak empal suwir sama sambel terong mantap kalo ayam bakar lumayan lah tapi jatuh lebih kayak ayam bumbu aja soal ndak gosong bakar samsek tapi masakan warung bu kris rasa mantap,190
520,"Kalau hangout di Excelso Pakuwon City Mall, favorit kami outlet yang ini (posisi facade menghadap selatan), bukan yang timur. Kelebihannya, punya mezanin (lantai atas) dengan view yang ok banget buat kongkow, senyap dan mojok. Selain itu, ini cabang langsung milik PT. Kapal Api, bukan franchise. Minuman favorite tetap coffee float, sunda kelapa, sementara makannya carbonara dan platter. Service selalu ok di sini. All price tanpa service charge. Highly recommended. Vegetarian options: Various of salad Parking: Spacious yet comfort",5,535,kalau hangout excelso pakuwon city mall favorit outlet posisi facade hadap selatan bukan timur lebih punya mezanin lantai atas view banget buat kongkow senyap mojok selain cabang langsung milik pt kapal api bukan franchise favorite tetap coffee float sunda kelapa sementara carbonara platter service selalu sini all price tanpa service charge highly recommended vegetarian options various salad parking spacious yet comfort,423
521,Ramai antrian. Mungkin karena promo Jenius Rp. 7777,5,51,ramai antri mungkin karena promo jenius rp,42
522,"Kopi mantap, pelayanan bagus, tempat nya oke banget dengan musik klasik nya...",5,78,kopi mantap bagus oke banget musik klasik,41
523,"Dipaksa beli ukuran large atau paket, katanya cup reguler terbatas. Kalo cupnya terbatas urusan store lah masa saya",1,115,paksa beli ukur large paket kata cup reguler batas kalo cup batas urus store lah masa,85
524,Tempat nyaman dan pegawenya rama2,5,33,nyaman pegawenya rama,21
525,Map tidak sesuai dengan lokasi,1,30,map tidak sesuai lokasi,23
526,Tempat bersih dan nyaman,5,24,bersih nyaman,13
527,"1. pelayannya buruk ga sebagus TP 1, sayang sudah tutup. waktu itu sy beli iced caramel black tea macchiato tp dikasih black tea macchiato, saya minta ganti krn ga sesuai pesenan untungnya ada salah satu staff nawarin buat ganti baru dan meminta maaf atas kesalahannya, tp mas kasir dan mbak mbak ngeliatin sy sinis pdhl sy sudah jelas mau pesan ICED CARAMEL BLACK TEA MACCHIATO 2. saya lg cerita lewat depan koi tp 6 kebetulan lg cerita dgn teman, dan mas berkacamata ngikutin apa yg sy temen sy bilang, attitude nya dimana mas? udh dewasa kok tingkahlaku kyk anak kecil. selepas saya kena 2 masalah itu saya gamau balik lg di koi tp 6. pdhl saya sering di koi tp1",1,665,buruk ga bagus tp sayang tutup waktu sy beli iced caramel black tea macchiato tp kasih black tea macchiato minta ganti krn ga sesuai sen untung salah satu staff nawarin buat ganti baru minta maaf atas salah tp mas kasir mbak mbak ngeliatin sy sinis pdhl sy jelas mau pesan iced caramel black tea macchiato lg cerita lewat depan koi tp betul lg cerita dgn teman mas kacamata ngikutin apa sy temen sy bilang attitude mana mas udh dewasa kok tingkahlaku kyk anak kecil lepas kena masalah gamau balik lg koi tp pdhl sering koi tp,525
528,Mbaknya malas2 an dan ga ramah. Sayang sekali pdhl enak,2,55,mbak malas ga ramah sayang sekali pdhl enak,43
529,"Salah satu cafe yang enak untuk nugas karena ada wifi dan ac yang dingin untuk indoor, cuma biasa kalau malam suka ramai dan tidak ada tempat",5,141,salah satu cafe enak nugas karena wifi ac dingin indoor cuma biasa kalau malam suka ramai tidak,95
530,Terimakasih,5,11,terimakasih,11
531,Menu andalan salmon steak dengan dajian dibakar ditempat dan breakfast tea,5,74,menu andal salmon steak dajian bakar breakfast tea,50
532,Langganan acara makan keluarga.,5,31,langgan acara keluarga,22
533,Suka beli di sini cz pelayanannya ramah2,5,40,suka beli sini cz ramah,23
534,"Seperti biasanya, mantap",5,24,biasa mantap,12
535,Pelayannya ramah bangettt,5,25,ramah bangettt,14
536,"Karyawannya baik baik semua, ramah, happy bngt kalo kesini karena pelayanannya oke",5,82,karyawannya baik baik semua ramah happy bngt kalo kesini karena oke,67
537,"satpamnya songong bgt?!! padahal gue juga beli anjir, bisa bisanya ke pelanggan lain ramah ke gue engga?",1,104,satpam songong bgt padahal gue beli anjir langgan lain ramah gue engga,70
538,Nyaman tempat yg dii dalamnya Cuma kapasitas kecil. Top menu: greentea macchiato,5,80,nyaman dii cuma kapasitas kecil top menu greentea macchiato,59
539,Makanannya enak mantap,4,22,enak mantap,11
540,"Ultah ponakakan disini kurang nasi cepet dtg ,nambah ayam 10 menit dtg,,top,klu masalah rasa pasti enak lah ya,,oh ya cobain mie goreng jawanya enak",5,148,ultah ponakakan sini kurang nasi cepet dtg nambah ayam menit dtg top klu masalah rasa enak lah cobain mie goreng jawanya enak,125
541,Tempat duduknya terlalu sedikit.,5,32,duduk terlalu sedikit,21
542,"Taste sop buntut bening lumayan lah .. nasi empal    .. Lebih parahnya pegawenya waitress yg ambil order masih ok. Tapi yg antar minum cewek model jutek, trus straw dilempar! Juga KASIR .. JANGAN BANYAK OMONG KALO LAGI LAYANI TAMU. Dan sebaiknya saat kerja diam ( kebanyakan staff nya banyak cocot alias BACOT ) Saya type org yg ga suka liat pegawe banyak omong/ guyon dan sebagainya !! Terlebih wajahnya tidak ramah! Bu RUDY! Training pegawenya dong! Mosok resto sebesar bu rudy, pelayanannnya sangat jelek???",1,510,taste sop buntut bening lumayan lah nasi empal lebih parah pegawenya waitress ambil order masih tapi antar cewek model jutek trus straw lempar kasir jangan banyak omong kalo tamu baik kerja diam banyak staff banyak cocot alias bacot type org ga suka liat pegawe banyak omong guyon bagai lebih wajah tidak ramah bu rudy training pegawenya dong mosok resto besar bu rudy pelayanannnya sangat jelek,395
543,"pelayanan cepet, makanan enk, porsinya juga pas cocok bnget dehh",5,64,cepet enk porsi pas cocok bnget dehh,36
544,Menu favorit anak saya: Cheese Crust!,5,37,menu favorit anak cheese crust,30
545,Semua tempat debest,5,19,semua debest,12
546,"Menu oke, pramusaji ramah.... Tempat bersih",5,43,menu oke pramusaji ramah bersih,31
547,Mantap dapat promo buy 1 get 1 terimakasih,5,42,mantap promo buy get terimakasih,32
548,"Tempatnya nyaman, pelayanannya juga ramah",5,41,nyaman ramah,12
549,"langganan sedari dulu, selalu ramai di jam jam tertentu saran aja semoga tmpt nya diperlebar atau ruangan dikasih ac biar lbh nyaman",5,132,langgan dar dulu selalu ramai jam jam tentu saran aja moga tmpt lebar ruang kasih ac biar lbh nyaman,100
550,Pemilihan lagu nya terlalu Nge Beat... kurang nyaman buat makan dengan keluarga,4,79,pilih lagu terlalu nge beat kurang nyaman buat keluarga,55
551,"chocolate bobanya enakk    trs sama nyobain mango green teanya xixii, pelayanannya juga cepet, jadi gak nunggu kelamaan xixii manteepp bgtt lah",5,143,chocolate bobanya enakk trs sama nyobain mango green teanya xixii cepet jadi gak nunggu lama xixii manteepp bgtt lah,116
552,Excelso dg lokasi terbaik di GM,5,31,excelso dg lokasi baik gm,25
553,Pelayanan sangat ramah,5,22,sangat ramah,12
554,"Makanan enak pol, tapi AC nya minta di cuci atau bilaperlu diganti, surabaya sumuk ndromos",5,90,enak pol tapi ac minta cuci bilaperlu ganti surabaya sumuk ndromos,66
555,Sederhana,2,9,sederhana,9
556,"Habis PCR ngopi dulu di sini. Sambil berjemur pagi, sehat sekali.",5,65,habis pcr ngopi dulu sini jemur pagi sehat sekali,49
557,Kerjanya lambat.  Udah pesen dari lama gak di kerjakan.  Menejemenyaa tolong di perbaiki.,1,89,kerja lambat udah sen lama gak kerja menejemenyaa tolong baik,61
558,"Aduh kok encer ya yg di sini   pesen yg dutch chocolate n mocha latte, parah rasanya, encer dan ngga kerasa coklatnya sama sekali, bahkan susu ultra taste better. Kecewa banget, soalnya udah langganan di kopken ngagel yg rasanya ngga pernah luput.",1,247,aduh kok encer sini sen dutch chocolate mocha latte parah rasa encer ngga rasa coklat sama sekali bahkan susu ultra taste better kecewa banget soal udah langgan kopken ngagel rasa ngga pernah luput,197
559,"Cocok buat kalian  yang lebih ke introvert style, suasana nyaman dan bersih. Sajian menu minuman machiato plis double shotnya sangat mantap ditemani sajian bakery dari starbuck. Mantapppp",5,187,cocok buat kalian lebih introvert style suasana nyaman bersih saji menu machiato plis double shotnya sangat mantap tani saji bakery starbuck mantapppp,150
560,"Selama ngopi di starbucks, walaupun starbucks saya tidak ada saldonya tetep bisa ambil reward. Pas disini mau ambil reward dengan saldo kosong malah disuruh top up karena alasan  sistem baru Padahal di Starbucks lain mau ambil reward tanpa top up ngga masalah dan bisa.",3,269,lama ngopi starbucks walaupun starbucks tidak saldo tetep ambil reward pas sini mau ambil reward saldo kosong malah suruh top karena alas sistem baru padahal starbucks lain mau ambil reward tanpa top ngga masalah,212
561,Masih sama seperti dulu. Bagi pecinta steak yg old food taste,4,61,masih sama dulu cinta steak old food taste,42
562,Enakkkk. Ada harga ada rasa. Tempatnya nyaman sih menurutku. Buatku rekomended ini mah,5,86,enakkkk harga rasa nyaman sih turut buat rekomended mah,55
563,Maknyus pedesnya...,4,19,maknyus pedesnya,16
564,Menyediakan menu makanan ikan air tawar. Tempatnya besar dan parkirnya juga banyak. Pelayanan ramah dan cepat. Menyediakan jalan untuk pengguna kursi roda. Parking: Lokasi parkir di pinggir jalan dan tersedia cukup banyak Wheelchair accessibility: Ada akses untuk pengguna kursi roda,5,283,sedia menu ikan air tawar besar parkir banyak ramah cepat sedia jalan kursi roda parking lokasi parkir pinggir jalan sedia cukup banyak wheelchair accessibility akses kursi roda,177
565,"Tempat favorit untuk nongkrong, super nyaman Pelayanan cepat, cuman kalau weekend agak lama, tapi wajar Banyak promo kalau melalui aplikasi Untuk makanan favorit di: - spagetti bolognese - dory and french fries",5,210,favorit nongkrong super nyaman cepat cuman kalau weekend agak lama tapi wajar banyak promo kalau lalu aplikasi favorit spagetti bolognese dory french fries,155
566,tempat ngopi yg enak sambil duduk lepas cape habis  jalan2 di mall tp... posisi cafe pas ditengah tp 3 jd bisa ngopi sambil tolah toleh,5,135,ngopi enak duduk lepas cape habis jalan mall tp posisi cafe pas tengah tp jd ngopi tolah toleh,94
567,"pelayanan nya ramah bgt, kopi nya ge pernah salahh",5,50,ramah bgt kopi ge pernah salahh,31
568,always many customers,5,21,always many customers,21
569,Kesini karena ramai dan pas hujan. Nyari makan yg anget,4,55,kesini karena ramai pas hujan nyari anget,41
570,kurang ok dibanding yg cabang lainnya karena makannya bukan di atas piring dan sambalnya ga bisa ambil sepuasnya.,3,113,kurang banding cabang lain karena bukan atas piring sambal ga ambil puas,72
