ID,REVIEW,LABEL,LENGTH,PREPROCESS,LENGTH_PRE
479,nongkrong ngopi sek.....,4,24,nongkrong ngopi sek,19
480,keren bagus nyaman,5,18,keren bagus nyaman,18
481,Strategis dan bersih.pelayanan ramah,5,36,strategis bersih ramah,22
482,Untuk Rasa Seperti pada kopken lainnya Untuk pelayanan nya baik ramah dan cepat terimakasih Sukses Selalu Buat Pemilik kopken beserta Para Tim nya Salam Sukses dan Salam BOLBOLFAMS,4,180,rasa lain baik ramah cepat terimakasih sukses selalu buat milik tim salam sukses salam bolbolfams,97
483,Pesanan sesuai request,5,22,pesan sesuai request,20
484,"baru tahu ada menu es cream di chatime, rasa es cream nya enak aroma teh dan tidak terlalu manis,tidak mudah leleh meski saya makan ayam dulu masih tidak terlalu meleleh, tempat juga nyaman",5,189,baru tahu menu es cream chatime rasa es cream enak aroma teh tidak terlalu manis tidak mudah leleh meski ayam dulu masih tidak terlalu leleh nyaman,147
485,"Love it ! Bintang 5 buat rasa kopi yang kita pesan dan buat staff nya. Kita beli menu hot dan cold. yang cold aku beli salted caramel iced coffee, rasa nya gurih manis, manis caramel. yang hot aku beli kopi houseblend dan susu. Mereka ramah dan sopan, juga membantu. terimakasih sudah melayani dengan baik. barista nya sudah ramah, membantu plus good looking     nyaman deh beli nya. terimakasih. tempat nya rekomendasi take away deh. kalau buat dine-in tidak ada tempat duduk yang cukup, dan juga tidak ada meja. Untuk harga standard menurutku sekelas coffee shop. Menu yang ada kebanyakan pakai es atau cold drinks, tetapi bisa juga dbat hot drinks. ayo mampir kesini dan pilih mau minum kopi apa ",5,699,love bintang buat rasa kopi pesan buat staff beli menu hot cold cold aku beli salted caramel iced coffee rasa gurih manis manis caramel hot aku beli kopi houseblend susu ramah sopan bantu terimakasih baik barista ramah bantu plus good looking nyaman beli terimakasih rekomendasi take away kalau buat dinein tidak duduk cukup tidak meja harga standard turut kelas coffee shop menu banyak pakai es cold drinks tetapi dbat hot drinks ayo mampir kesini pilih mau kopi apa,467
486,"Pesanan nya agak lama, tetapi saya maklumin soalnya ada promo bank mega jadi banyak customer yang borong, karyawan nya hanya 2",5,126,pesan agak lama tetapi maklumin soal promo bank mega jadi banyak customer borong karyawan,89
487,Hmm mantap,5,10,hmm mantap,10
488,"Tempat nongkrong yang cozy, ac dingin, banyak colokan, dan minuman nya enak  ada varian dessert dan cemilan asin. Jadi tidak bingung mau nyemil apa. Tempat parkir untuk mobil area nya tidak banyak.",4,197,nongkrong cozy ac dingin banyak colok enak varian dessert cemilan asin jadi tidak bingung mau nyemil apa parkir mobil area tidak banyak,135
489,Ada banyak promo menarik,5,24,banyak promo tarik,18
490,"Parah banget. Order di gojek pilih menu pickup di outlet eh tidak boleh makan sambil duduk disitu. Bilangnya tidak boleh bawa makan dari luar, lah kan makanan beli disitu ??? Iya kalau outlet kondisinya ramai banget tidak ada duduk trus kita maksa dicariin duduk, baru kita salah. Ini kondisi outlet sepi cuma 2 meja saja yang keisi. Sekedar duduk bentar saja tidak boleh. Bahkan kata karyawan nya buka kemasan take away yang dari excelso sendiri itu tidak boleh. Satu lagi, karyawan menjelaskan dengan tidak sopan. Cenderung mengusir.",1,535,parah banget order gojek pilih menu pickup outlet tidak duduk situ bilang tidak bawa luar lah kan beli situ iya kalau outlet kondisi ramai banget tidak duduk trus maksa dicariin duduk baru salah kondisi outlet sepi cuma meja isi dar duduk bentar tidak bahkan kata karyawan buka kemas take away sendiri tidak satu karyawan jelas tidak sopan cenderung usir,354
491,Masnya kurang cekatan. Ngasirin pembelian under 50k itu memakan waktu > 10 menit hadeh awal bayar mau pakai livin karena lama banget jadinya mau bayar pakai uang tunai  eh tahu tahu bisa itu Livin  nya (kak nya belum pencet yes   hadeh kak ) Rasa Kopi standard kopken lah tetapi pelayanan perlu di tingkat kan karyawan nya di training saja buat lebih paham soal kasir dan semua tool bayar nya. Lokasi strategis sekali.. cocok untuk take away kurang sesuai untuk dine-in.,3,470,mas kurang cekat ngasirin beli waktu menit hadeh awal bayar mau pakai livin karena lama banget jadi mau bayar pakai uang tunai tahu tahu livin kak belum pencet yes hadeh kak rasa kopi standard lah tetapi perlu tingkat kan karyawan training buat lebih paham soal kasir semua tool bayar lokasi strategis sekali cocok take away kurang sesuai dinein,345
492,"Pagi pagi tempat oleh oleh nya sudah buka, tempat nya juga bersih, tersedia berbagai macam oleh oleh",5,100,pagi pagi buka bersih sedia bagai macam,39
493,tidak ramah,3,11,tidak ramah,11
494,tidak suka nya karena terlalu lama prosesnya,2,44,tidak suka karena terlalu lama proses,37
495,"banyak yang miss pesanan nya, lama service nya poor    tidak sesuai difoto porsi nya ...",2,88,banyak miss pesan lama service poor tidak sesuai foto porsi,59
496,Terimakasih kpd pak Rendi  atas pelayanan nya  Boncafe Mantaap,5,62,terimakasih kpd pak rendi atas boncafe mantaap,46
497,"mau me review tentang tukang parkir nya, sebenernya narik uang parkir tuh legal apa ilegal sih. benar2 tukang parkir nya nyebelin banget, pemalak, premannn. pdahal walikota surabaya sudah menghimbau bahwa tidak boleh bayar parkir/menarik uang parkir kan?? lalu untuk pegawai kopken apa tidak ada kewajiban sedikit pun kah untuk mengusir sih tukang parkir??? (tanya saja) tadi ke kopken hanya beli dan take away pas dateng pun sih TP (tukang parkir) tidak ada lah pas mau pulang dia nongol cuy. dia nanyain mau kemana ya kek basa basi begitu pgn dibayar parkir nya. trus tidak aku jawab dia masih nanya lagi. dia mau nurunin tuh motor tetapi aku bilang gausah bisa sendiri. eh tidak lama dia langsung saut saja tuh motor buat diturunin kesannya maksa begitu lohh   . aku bingung harus bayar parkir bagaimana posisi nya aku tidak ada cash. oh iya aku berdua ya, nah untung nih tmn ku ada cash 1000. sih TP nagih  belum bayar  sehabis itu teman ku ngasih sambil bilang tidak ada uang lagi. ehh uang nya saja dong di dpn kita dia sambil bilang  MOH tidak GELEM  sama ngomel2  ya kita takut dong yauda kita langsung pergi saja jujur takut banget. sedih uang 1000 saja, padahal buat anak kos itu sgtt butuh  . bagaimana ya ini apakah ada tanggapan dari pihak kopken mungkin berkenan untuk menanggapi",3,1293,mau review tukang parkir sebenernya narik uang parkir tuh legal apa ilegal sih benar tukang parkir nyebelin banget malak premannn pdahal walikota surabaya menghimbau tidak bayar parkir tarik uang parkir kan lalu pegawai apa tidak wajib sedikit usir sih tukang parkir tanya tadi beli take away pas dateng sih tukang parkir tidak lah pas mau pulang nongol cuy nanyain mau mana kek basa basi begitu pgn bayar parkir trus tidak aku jawab masih nanya mau nurunin tuh motor tetapi aku bilang gausah sendiri tidak lama langsung saut tuh motor buat diturunin kesan maksa begitu lohh aku bingung bayar parkir bagaimana posisi aku tidak cash iya aku nah untung nih tmn ku cash sih nagih belum bayar habis teman ku ngasih bilang tidak uang ehh uang dpn bilang moh tidak gelem sama ngomel takut yauda langsung pergi jujur takut banget sedih uang padahal buat anak kos sgtt butuh bagaimana tanggap pihak mungkin kenan tanggap,912
498,Enak mah ini tempat nya.. service nya oke juga,5,46,enak mah service oke,20
499,"enak, mantap rasa nya tidak akan kecewa",5,39,enak mantap rasa tidak kecewa,29
500,Lokasi ada di dalam Superindo. Free Parking,5,43,lokasi superindo free parking,29
501,"Pelayan kurang bagus . Karyawan kurang ramah .kalau lagi tidak membeli , duduk sebentar saja di suruh pergi ...",1,111,kurang bagus karyawan kurang ramah kalau tidak beli duduk sebentar suruh pergi,78
502,Cocok buat nongkrong sampai pagi,5,32,cocok buat nongkrong pagi,25
503,Saya pesan lewat gojek sudah 1 jam tidak selesai2 dan dari pihak driver gojek bilang dia sudah menunggu dan menanyakan terus tapii pihak karyawan tetap tidak di gubris kalau memang tidak mengatasi jual online dan offline tidak usah mencantumkan di online,1,254,pesan lewat gojek jam tidak selesai pihak driver gojek bilang tunggu tanya terus tapi pihak karyawan tetap tidak gubris kalau memang tidak atas jual online offline tidak usah cantum online,188
504,"Alhamdulillah kopi nya enak, barista nya ramah, tempat nya comfortable, keep up the good work...",3,96,alhamdulillah kopi enak barista ramah comfortable keep good work,64
505,"Pelayanan ramah, parkir mudah, luas dan ada tukang parkir nya, tempat nya nyaman, didalam ruangan sejuk dan dingin karena ada pendingin ruangan nya. Lokasi cukup strategis berada dipinggir jalan, dan daerah padat penduduk. tempat nya cocok banget buas nugas, belajar, diskusi, atau kerja. Pilihan menu banyak dan sangat variatif, ada kopi, non-kopi, dan roti. kopi nya enak menurutku dan harga nya sangat affordable, tinggal dipilih saja karena pilihan nya banyak. Ada toilet nya, disediakan tisu juga. Mungkin kurang nya tidak ada Mushola saja kali ya, jadi kalau mau Sholat harus keluar. Parking: Lokasi berada didepan kedai kopi, parkiran nya luas, dan ada tukang parkir nya Kid-friendliness: Untuk anak-anak menurutku kurang cocok, karena memang suasana disini itu cocok buat nugas dan kerja begitu sih. Tapi bisa saja semisal anak-anak kesini. Wheelchair accessibility: Akses kursi roda seperti agak sulit, karena memang tidak disediakan khusus lokasi dan layanan untuk kursi roda",5,985,ramah parkir mudah luas tukang parkir nyaman ruang sejuk dingin karena dingin ruang lokasi cukup strategis pinggir jalan daerah padat duduk cocok banget buas nugas ajar diskusi kerja pilih menu banyak sangat variatif kopi nonkopi roti kopi enak turut harga sangat affordable tinggal pilih karena pilih banyak toilet sedia tisu mungkin kurang tidak mushola kali jadi kalau mau sholat keluar parking lokasi depan kedai kopi parkir luas tukang parkir kidfriendliness anak turut kurang cocok karena memang suasana sini cocok buat nugas kerja begitu sih tapi misal anak kesini wheelchair accessibility akses kursi roda agak sulit karena memang tidak sedia khusus lokasi kursi roda,675
506,Buruk banget kasir tidak ramah kantong es di kasih yang besar padahal beli chat time lainya bisa kantong yang 4k saja ini dikasih 8 ribu oblok oblok tanya promo lgsng sinis kasir nya,1,182,buruk banget kasir tidak ramah kantong es kasih besar padahal beli chat time lai kantong kasih ribu oblok oblok tanya promo lgsng sinis kasir,141
507,"sangat disayangkan parkir untuk driver online harus bayar, hasil terima order tidak banyak,malah kena bayar parkir,, kecewa",1,123,sangat sayang parkir driver online bayar hasil terima order tidak banyak malah kena bayar parkir kecewa,103
508,"Pelayanan cepat,memuaskan ,walaupun antri tetapi tergolong cepat",5,64,cepat muas walaupun antri tetapi golong cepat,45
509,Pelayanan buruk dan kurang sopan tidak ada ramah nya terhadap ojol....kita driver beli tidak MINTA,1,98,buruk kurang sopan tidak ramah hadap ojol driver beli tidak minta,65
510,"Mie nya khas banget, selalu ramai, tempat nyaman dan lokasi strategis",5,69,mie khas banget selalu ramai nyaman lokasi strategis,52
511,Banyak lalat,1,12,banyak lalat,12
512,"sudah lama tidak ke mie mapan, semalam coba makan lagi dan pesan menu favorit yaitu penyetan otot. Lakok sekarang hanya gajih yang di tepungi saja?? Otot nya mana? Sangat kecewa tidak sepadan dengan harga nya. kalau sambal memang enak.",2,235,lama tidak mie mapan malam coba pesan menu favorit penyet otot lakok sekarang gajih tepung otot mana sangat kecewa tidak padan harga kalau sambal memang enak,157
513,"Makanan nyaman semua, harga agak mahal tetapi sesuai dengan harga nya",5,69,nyaman semua harga agak mahal tetapi sesuai harga,49
514,saat melayani pesanan online jangan Penyetan saja yang dilayani. Masio mie Yo garapen sesuai urutan,1,99,pesan online jangan penyet masio mie yo garapen sesuai urut,59
515,"Ini Chatime tetapi versi mahal nya. Tapi bukan hanya harga nya yang mahal ya, tempat nya juga beda, di sini tempat duduk nya lebih nyaman. Porsi minuman nya juga lebih besar. Jadi worth the price lah.",4,200,chatime tetapi versi mahal tapi bukan harga mahal beda sini duduk lebih nyaman porsi lebih besar jadi worth price lah,117
516,"Meja kotor, sisa air tumpah di kursi tidak dikeringkan, layanan barista buruk, cuek & tidak komunikatif ( tidak di info ada free croissant )",1,140,meja kotor sisa air tumpah kursi tidak kering barista buruk cuek tidak komunikatif tidak info free croissant,108
517,"Satu kekurangan kopken di mana saja berada.. Seperti kafe lainnya.. Ruang ber AC untuk perokok tidak ada.. kalau smoke hrs duduk di meja luar dan panas... Secara kopken mantan nya memang masih belum ada pesaing nya... yang lain cenderung lebih manis.. Kalo kopken rasa nya pas tidak kemanisan, kopi item nya (americano) juga enak yang hot dan tanpa gula lebih nendang...",4,370,satu kurang mana kafe lain ruang ber ac okok tidak kalau smoke hrs duduk meja luar panas cara mantan memang masih belum saing lain cenderung lebih manis kalo rasa pas tidak manis kopi item americano enak hot tanpa gula lebih nendang,232
518,tempat nya agak sempit karena memang ruko nya kecil Pelayanan bagus rasa nya juga enak Pilihan nya juga banyak Ada smoking area nya,4,131,agak sempit karena memang ruko kecil bagus rasa enak pilih banyak smoking area,78
519,"sambal nya enak! Empal suwir sama sambal terong nya juga mantap. Kalo ayam bakar nya lumayan lah, tetapi jatuh nya lebih seperti ayam bumbu saja soalnya ndak ada gosong nya bakaran samsek Tapi masakan Warung Bu Kris rasa nya mantap!",5,232,sambal enak empal suwir sama sambal terong mantap kalo ayam bakar lumayan lah tetapi jatuh lebih ayam bumbu soal ndak gosong bakar samsek tapi masakan warung bu kris rasa mantap,177
520,"Kalau hangout di Excelso Pakuwon City Mall, favorit kami outlet yang ini (posisi facade menghadap selatan), bukan yang timur. Kelebihan nya, punya mezanin (lantai atas) dengan view yang nyaman banget buat nongkrong, senyap dan mojok. Selain itu, ini cabang langsung milik PT. Kapal Api, bukan franchise. Minuman favorit tetap coffee float, sunda kelapa, sementara makan nya carbonara dan platter. Service selalu nyaman di sini. All price tanpa service charge. Highly recommended. Vegetarian options: Various of salad Parking: Spacious yet comfort",5,546,kalau hangout pakuwon city mall favorit outlet posisi facade hadap selatan bukan timur lebih punya mezanin lantai atas view nyaman banget buat nongkrong senyap mojok selain cabang langsung milik pt kapal api bukan franchise favorit tetap coffee float sunda kelapa sementara carbonara platter service selalu nyaman sini all price tanpa service charge highly recommended vegetarian options various salad parking spacious yet comfort,430
521,Ramai antrian. Mungkin karena promo Jenius Rp. 7777,5,51,ramai antri mungkin karena promo jenius rp,42
522,"Kopi mantap, pelayanan bagus, tempat nya oke banget dengan musik klasik nya...",5,78,kopi mantap bagus oke banget musik klasik,41
523,"Dipaksa beli ukuran large atau paket, katanya cup reguler terbatas. Kalo cupnya terbatas urusan store lah masa saya",1,115,paksa beli ukur large paket kata cup reguler batas kalo cup batas urus store lah masa,85
524,Tempat nyaman dan pegawai nya ramah,5,35,nyaman pegawai ramah,20
525,Map tidak sesuai dengan lokasi,1,30,map tidak sesuai lokasi,23
526,Tempat bersih dan nyaman,5,24,bersih nyaman,13
527,"1. pelayan nya buruk tidak sebagus TP 1, sayang sudah tutup. waktu itu saya beli iced caramel black tea macchiato tetapi dikasih black tea macchiato, saya minta ganti karena tidak sesuai pesenan untung nya ada salah satu staff nawarin buat ganti baru dan meminta maaf atas kesalahan nya, tetapi kak kasir dan kak kak ngelihatin saya sinis padahal saya sudah jelas mau pesan ICED CARAMEL BLACK TEA MACCHIATO 2. saya lagi cerita lewat depan koi tetapi 6 kebetulan lagi cerita dengan teman, dan kak berkacamata ngikutin apa yang saya teman saya bilang, attitude nya dimana kak? sudah dewasa kok tingkah laku seperti anak kecil. selepas saya kena 2 masalah itu saya tidak mau balik lagi di koi tetapi 6. padahal saya sering di koi tp 1",1,731,buruk tidak bagus sayang tutup waktu beli iced caramel black tea macchiato tetapi kasih black tea macchiato minta ganti karena tidak sesuai sen untung salah satu staff nawarin buat ganti baru minta maaf atas salah tetapi kak kasir kak kak ngelihatin sinis padahal jelas mau pesan iced caramel black tea macchiato cerita lewat depan tetapi betul cerita teman kak kacamata ngikutin apa teman bilang attitude mana kak dewasa kok tingkah laku anak kecil lepas kena masalah tidak mau balik tetapi padahal sering,506
528,kak nya malas dan tidak ramah. Sayang sekali padahal enak,2,57,kak malas tidak ramah sayang sekali padahal enak,48
529,"Salah satu cafe yang enak untuk nugas karena ada wifi dan ac yang dingin untuk indoor, hanya biasa kalau malam suka ramai dan tidak ada tempat",5,142,salah satu cafe enak nugas karena wifi ac dingin indoor biasa kalau malam suka ramai tidak,90
530,Terimakasih,5,11,terimakasih,11
531,Menu andalan salmon steak dengan dajian dibakar ditempat dan breakfast tea,5,74,menu andal salmon steak dajian bakar breakfast tea,50
532,Langganan acara makan keluarga.,5,31,langgan acara keluarga,22
533,Suka beli di sini karena pelayanan nya ramah2,5,45,suka beli sini karena ramah,27
534,"Seperti biasa nya, mantap",5,25,biasa mantap,12
535,Pelayan nya ramah bangettt,5,26,ramah bangettt,14
536,"karyawan nya baik baik semua, ramah, happy banget kalau kesini karena pelayanan nya oke",5,87,karyawan baik baik semua ramah happy banget kalau kesini karena oke,67
537,"satpamnya songong banget?!! padahal saya juga beli anjir, bisa bisanya ke pelanggan lain ramah ke saya engga?",1,109,satpam songong banget padahal beli anjir langgan lain ramah engga,65
538,Nyaman tempat yang di dalamnya Cuma kapasitas kecil. Top menu: greentea macchiato,5,81,nyaman cuma kapasitas kecil top menu greentea macchiato,55
539,makanan nya enak mantap,4,23,enak mantap,11
540,"Ultah ponakakan disini kurang nasi cepat datang ,nambah ayam 10 menit datang,,top,kalau masalah rasa pasti enak lah ya,,oh ya cobain mie goreng jawanya enak",5,156,ultah ponakakan sini kurang nasi cepat datang nambah ayam menit datang top kalau masalah rasa enak lah cobain mie goreng jawanya enak,133
541,Tempat duduknya terlalu sedikit.,5,32,duduk terlalu sedikit,21
542,"Taste sop buntut bening lumayan lah .. nasi empal    .. Lebih parahnya pegawai nya waitress yang ambil order masih nyaman. Tapi yang antar minum cewek model jutek, trus straw dilempar! Juga KASIR .. JANGAN BANYAK OMONG KALO LAGI LAYANI TAMU. Dan sebaiknya saat kerja diam ( kebanyakan staff nya banyak cocot alias BACOT ) Saya type orang yang tidak suka lihat pegawai banyak omong/ guyon dan sebagainya !! Terlebih wajahnya tidak ramah! Bu RUDY! Training pegawai nya dong! masa resto sebesar bu rudy, pelayanan nya sangat buruk???",1,530,taste sop buntut bening lumayan lah nasi empal lebih parah pegawai waitress ambil order masih nyaman tapi antar cewek model jutek trus straw lempar kasir jangan banyak omong kalo tamu baik kerja diam banyak staff banyak cocot alias bacot type orang tidak suka lihat pegawai banyak omong guyon bagai lebih wajah tidak ramah bu rudy training pegawai masa resto besar bu rudy sangat buruk,385
543,"pelayanan cepat, makanan enk, porsi nya juga pas cocok banget deh",5,65,cepat enk porsi pas cocok banget,32
544,Menu favorit anak saya: Cheese Crust!,5,37,menu favorit anak cheese crust,30
545,Semua tempat sangat baik,5,24,semua sangat baik,17
546,"Menu oke, pramusaji ramah.... Tempat bersih",5,43,menu oke pramusaji ramah bersih,31
547,Mantap dapat promo buy 1 get 1 terimakasih,5,42,mantap promo buy get terimakasih,32
548,"tempat nya nyaman, pelayanan nya juga ramah",5,43,nyaman ramah,12
549,"langganan sedari dulu, selalu ramai di jam jam tertentu saran saja semoga tempat nya diperlebar atau ruangan dikasih ac biar lebih nyaman",5,137,langgan dar dulu selalu ramai jam jam tentu saran moga lebar ruang kasih ac biar lebih nyaman,93
550,Pemilihan lagu nya terlalu Beat... kurang nyaman buat makan dengan keluarga,4,75,pilih lagu terlalu beat kurang nyaman buat keluarga,51
551,"chocolate boba nya enak    terus sama nyobain mango green teanya, pelayanan nya juga cepat, jadi tidak menunggu kelamaan mantap banget lah",5,138,chocolate boba enak terus sama nyobain mango green teanya cepat jadi tidak tunggu lama mantap banget lah,104
552,Excelso dengan lokasi terbaik di GM,5,35,lokasi baik,11
553,Pelayanan sangat ramah,5,22,sangat ramah,12
554,"Makanan enak banget, tetapi AC nya minta di cuci atau bila perlu diganti, surabaya panas banget",5,95,enak banget tetapi ac minta cuci bila perlu ganti surabaya panas banget,71
555,Sederhana,2,9,sederhana,9
556,"Habis PCR ngopi dulu di sini. Sambil berjemur pagi, sehat sekali.",5,65,habis pcr ngopi dulu sini jemur pagi sehat sekali,49
557,Kerja nya lambat.  sudah pesan dari lama tidak di kerjakan.  management nya tolong di perbaiki.,1,95,kerja lambat pesan lama tidak kerja management tolong baik,58
558,"Aduh kok encer ya yang di sini   pesan yang dutch chocolate dan mocha latte, parah rasa nya, encer dan tidak kerasa coklat nya sama sekali, bahkan susu ultra taste better. Kecewa banget, soalnya sudah langganan di kopken ngagel yang rasa nya tidak pernah luput.",1,261,aduh kok encer sini pesan dutch chocolate mocha latte parah rasa encer tidak rasa coklat sama sekali bahkan susu ultra taste better kecewa banget soal langgan ngagel rasa tidak pernah luput,189
559,"Cocok buat kalian  yang lebih ke introvert style, suasana nyaman dan bersih. Sajian menu minuman machiato plis double shot nya sangat mantap ditemani sajian bakery dari starbucks. Mantap",5,186,cocok buat kalian lebih introvert style suasana nyaman bersih saji menu machiato plis double shot sangat mantap tani saji bakery starbucks mantap,145
560,"Selama ngopi di starbucks, walaupun starbucks saya tidak ada saldo nya tetep bisa ambil reward. Pas disini mau ambil reward dengan saldo kosong malah disuruh top up karena alasan  sistem baru Padahal di Starbucks lain mau ambil reward tanpa top up tidak masalah dan bisa.",3,271,lama ngopi starbucks walaupun starbucks tidak saldo tetep ambil reward pas sini mau ambil reward saldo kosong malah suruh top karena alas sistem baru padahal starbucks lain mau ambil reward tanpa top tidak masalah,213
561,Masih sama seperti dulu. Bagi pecinta steak yang old food taste,4,63,masih sama dulu cinta steak old food taste,42
562,enak. Ada harga ada rasa. tempat nya nyaman sih menurutku. Buatku recommended ini mah,5,85,enak harga rasa nyaman sih turut buat recommended mah,53
563,enak pedas nya...,4,17,enak pedas,10
564,Menyediakan menu makanan ikan air tawar. tempat nya besar dan parkir nya juga banyak. Pelayanan ramah dan cepat. Menyediakan jalan untuk pengguna kursi roda. Parking: Lokasi parkir di pinggir jalan dan tersedia cukup banyak Wheelchair accessibility: Ada akses untuk pengguna kursi roda,5,285,sedia menu ikan air tawar besar parkir banyak ramah cepat sedia jalan kursi roda parking lokasi parkir pinggir jalan sedia cukup banyak wheelchair accessibility akses kursi roda,177
565,"Tempat favorit untuk nongkrong, super nyaman Pelayanan cepat, cuma kalau weekend agak lama, tetapi wajar Banyak promo kalau melalui aplikasi Untuk makanan favorit di: - spagetti bolognese - dory and french fries",5,211,favorit nongkrong super nyaman cepat cuma kalau weekend agak lama tetapi wajar banyak promo kalau lalu aplikasi favorit spagetti bolognese dory french fries,156
566,tempat ngopi yang enak sambil duduk lepas cape habis  jalan2 di mall tetapi... posisi cafe pas ditengah tetapi 3 jadi bisa ngopi sambil tolah toleh,5,147,ngopi enak duduk lepas cape habis jalan mall tetapi posisi cafe pas tengah tetapi jadi ngopi tolah toleh,104
567,"pelayanan nya ramah banget, kopi nya ge pernah salahh",5,53,ramah banget kopi ge pernah salahh,34
568,always many customers,5,21,always many customers,21
569,Kesini karena ramai dan pas hujan. Nyari makan yang hangat,4,58,kesini karena ramai pas hujan nyari hangat,42
570,kurang nyaman dibanding yang cabang lain nya karena makan nya bukan di atas piring dan sambal nya tidak bisa ambil sepuasnya.,3,125,kurang nyaman banding cabang lain karena bukan atas piring sambal tidak ambil puas,82
571,"tempat nya nyaman untuk kerja maupun ngobrol sama teman, disini saya memesan Yakisoba karena lihat dari poster nya, ternyata porsi nya cukup kecil dengan harga premium, dan isinya juga sederhana, dan rasa yang eatable, rasa yakisoba akan lebih enak ketika ditambah dengan saus nya, yakisoba disini disajikan di atas piring plastik, tetapi tekstur mienya kenyal jadi nilai tambah untuk yakisoba disini, untuk minuman nya segar dan manis nya cukup, porsi makanan, rasa, antrian dan waktu pelayanan nya  harap bisa di tingkatkan lagi",5,530,nyaman kerja maupun ngobrol sama teman sini mes yakisoba karena lihat poster nyata porsi cukup kecil harga premium isi sederhana rasa eatable rasa yakisoba lebih enak tambah saus yakisoba sini saji atas piring plastik tetapi tekstur mienya kenyal jadi nilai tambah yakisoba sini segar manis cukup porsi rasa antri waktu harap tingkat,333
572,The barista is friendly and helpful,5,35,barista friendly helpful,24
573,"Less workers. Its been a long time since I ordered 2 drinks. Blend while making a drink. I dont make drinks, I just grind them. Wow",3,131,less workers long time since ordered drinks blend making drink dont make drinks grind wow,89
574,"Kalau ke Bu Kris yang di pengampon, wajib coba kotot penyetnya. Di Bu Kris yang lain tidak ada menu ini. mantap rasa nya",5,120,kalau bu kris pengampon wajib coba kotot penyet bu kris lain tidak menu mantap rasa,83
575,"viewnya bagus kalau sore kesini sekali, kalau dibanding starbucks lain di sini selalu ramai dan sinyalnya kurang banget, jarang ada tempat kosong service agak lama, saya dapet meja bekas orang, masih ada sisa makanan saya minta bersihkan sudah 4 x baru dibersihkan padahal saya mau kasih laptop dll",3,298,viewnya bagus kalau sore kesini sekali kalau banding starbucks lain sini selalu ramai sinyal kurang banget jarang kosong service agak lama dapet meja bekas orang masih sisa minta sih baru bersih padahal mau kasih laptop,219
576,makan siang dulu...,5,19,siang dulu,10
577,Ngopi sambil mendengarkan Klakson Mobil & Motor,5,47,ngopi dengar klakson mobil motor,32
578,Nikmat banget..,5,15,nikmat banget,13
579,"pelayanan nya sangat cepat, lumayan buat buat nyambil isi bensin...",5,67,sangat cepat lumayan buat buat nyambil isi bensin,49
580,"tidak ada tempat duduk deh sepertinya, kemarin beli takeaway, sepi, pelayanan cepat. Edit: ternyata tempat duduknya, baru kali ini duduk, agak lama menunggu.",5,157,tidak duduk kemarin beli takeaway sepi cepat edit nyata duduk baru kali duduk agak lama tunggu,94
581,"Jauh lebih baik dari yang sebelumnya dan lebih modern. Makin besar tetapi harga juga makin tidak murah. Sebagai contoh kacang pedas yang sama barangnya bisa selisih lebih dari 5000 per bungkusnya. Ada 4 lantai. Lt. Dasar untuk parkir. Lt. 1 untuk toko oleh-oleh. Lt. 2 untuk resto (indoor dan semi-outdoor) Lt. 3 untuk Ruang Privat dan mushola Harga makanan nya juga makin tinggi, sebagai  contoh tahu petis yang biasanya cukup banyak tetapi jadi lebih sedikit. Terdapat ruang private yang nyaman dan terdapat lift bagi orang tua.",4,530,jauh lebih baik belum lebih modern makin besar tetapi harga makin tidak murah bagai contoh kacang pedas sama barang selisih lebih per bungkus lantai lt dasar parkir lt toko lt resto indoor semioutdoor lt ruang privat mushola harga makin tinggi bagai contoh tahu petis biasa cukup banyak tetapi jadi lebih sedikit ruang private nyaman lift orang tua,348
582,Label gula pesan 0% sama 75% kebalik,1,36,label gula pesan sama balik,27
583,"Salah satu pilihan tempat nongkrong di daerah darmo. tempat nya nyaman, pelayanan nyaman.",5,89,salah satu pilih nongkrong daerah darmo nyaman nyaman,53
584,"Suka dengan Milo dinosaurus nya mantap banget, hanya terlalu manis buat yang kurang suka manis",5,94,suka milo dinosaurus mantap banget terlalu manis buat kurang suka manis,71
585,"Rasa enak, pelayanan ramah banget dan tempat nya yang nyaman banget. Recommended",5,80,rasa enak ramah banget nyaman banget recommended,48
586,"promo nya banyak banget, terus staff nya juga ramah banget",5,58,promo banyak banget terus staff ramah banget,44
587,Letaknya bersebelahan dengan alfamart yang berada di area spbu bp pemuda.,5,73,letak bahan alfamart area spbu bp pemuda,40
588,Langganan setiap pagi mampir dulu,5,33,langgan tiap pagi mampir dulu,29
