REVIEW,LABEL
"Suka beli disini krn yg plg deket dari rumah,. Alhamdulillah selama ini gak ada pelayanan yg gak oke,. Terutama hari ini, makasih mb nya udah menerima pesanan dg baik diantara mood resto  lain yg rese ,. #smoothie #mood #booster",5
Selalu ke gerai yang ini setiap kali ke Tunjungan Plaza.,5
"Suasana enak, pelayanan prima, makanan enak jg... cm ikan bakarnya lebih mirip ikan goreng ya... lalu gurihnya jg cm di kulitnya aja ya, jika dimakan tanpa sambal/kecap, daging ikannya hambar/sepo. Tp overall masi Ok kok. Sangat Cocok untuk makan bersama keluarga, kolega atau menjamu tamu.",5
"Makanan legend di kota surabaya,sering kali antri,tetap enak harga 31 k,nasi udang empalnya. Parking: Mobil parkir valet di halaman pasar atom atau parkir diatas gedung,motor bisa parkir dipinggir jalan sekitar pasar atom ada petugas parkir atau parkir di halaman pasar atom juga bisa. Kid-friendliness: Nasi empal udang cocok buat anak2,jangan pake sambal ya. Wheelchair accessibility: Untuk penyandang kursi roda bisa naik melalui lift baik di pasar atom maupun di mall atom naik ke lantai 4 food fourt pasar atom lama.",5
Tempatnya bersih minumannya enak,5
tempatnya enk asikk buat makan sama temen,5
"Starbucks yang buka sampao jam 11 di weekend (saat review ini ditulis 21/1/24). Staf ramah. Satu kekurangan adalah meja yang dekat toilet, karena tidak tertutup dan kurang nyaman lokasinya. Perlu perbanyak colokan juga.",3
Wifi lemot,5
"Pelayanan lama sekali kasir cuma 1, sangat lambat",3
Tempat nyaman utk kongkow ataupun diskusi dg rekan bisnis,5
Porsi nasi banyak dan lauknya porsi banyak. Saya kebetulan pesan empal penyet rasanya enak dan dagingnya empuk. Pelayanan cepat dan ramah. Top markotop,5
Beli pakai Thumbler Harus reg min 20rb baru diskon 20%. Apaan. Yg laen bisa padahal,5
"LOCATION: Lokasi strategis dipinggir jalan utama. Terletak di area ruko sebelah brand Haus. Tempat parkirnya cukup banyak terutama untuk   sepeda motor dan agak sulit untuk   mobil. VIBES: Interiornya standar seperti Kopi Kenangan di outlet pada umumnya. Terdapat 2 lantai dengan ruang indoor dan outdoor. Tempat ini cocok untuk para introvert yang ingin me time atau sekedar nongkrong dengan orang   dan cocok juga untuk produktif  . AC-nya juga cukup dingin saat berkunjung kesini. Tapi tempatnya tidak begitu besar. PRICE & TASTE: Harga masih terjangkau  . Pembayaran bisa cash atau QRIS. Lebih murah pembelian lewat aplikasi    KOPI KENANGAN lebih murah, kadang ada promo voucher & cashback. Menunya cukup beragam. Rasa kopinya   Juara dan   rotinya juga enak banget . FACILITIES: WIFI akhirnya tersedia saat berkunjung dibulan ini pada Oktober 2023 ini sebelumnya belum tersedia. Untuk saat ini kecepatannya oke karena WIFI.ID cukup trusted untuk kecepatan stabil. kamar mandi bersih. Tersedia Mushola untuk 1 orang. Ada charging spacenya namun tidak banyak. MORE REVIEW: Overall, mulai ada peningkatan dan menunya mulai cukup beragam. akhirnya udah ada WIFI nya jadi yang biasa nya hanya takeaway sekarang bisa bersantai sejenak di sini. Barista nya juga ramah.",5
Tempat ya bersih pelayanan nya cepat dan karyawan yang ramah 2,5
"Kopinya sih enak, seperti di cabang2 kopken lainnya.. cuman mas kasirnya sepertinya lelah, jadi ke pelanggan kata-katanya agak tidak enak saja.. layar menu di atas mati, saya yg agak lupa menu2nya hanya tanya dengan sopan,  ada apa aja ya mas? Dengan harapan dia kasih suggest ke saya menu apa yang lagi in, atau ada promo apa gutu, Lalu masnya jawab dengan jengkel ya kopi kayak biasanya mas, itu di depan juga ada paketnya bisa dibaca sendiri.. yaaaah gapapa deh, mungkin masnya capek dan perlu di istirahatkan aja biar bisa ilang capeknya..",5
"Pelayanan lambat, dibuat menunggu >30 menit tanpa dilayani. Tidak akan ke sini lagi",5
"Event cny eve kemarin saya pesan premium rib eye steak, tapi gosong karna serve nya kelamaan dan ngga cepet dituang saus nya. Pas saya tanyain kalo steak saya gosong malah dibilang mateng. Kan aneh dan ngga relevan. Ngga biasanya pelayanan boncafe kek gini",3
"Pegawai ada yg jutek ngelayanin kakak saya, kewajiban profesionalnya dimana?",5
Parkirnya sempiiit sekali... Suasana panas.. yg lain udah best,5
Salah satu ikon kuliner terbaik nih,5
"Box take away kotor,masa friendfries ada coklatnya..padahal gk order coklat..kayak box uda lama atau bekas sya gk tau..",3
"Upselling mas cashiernya aga maksa, size reguler selalu di bilang harus sepaket dengan paket roti",5
"Saat pagi2 pesen menu breakfast, sruput kopi hangat, belum ada yang datang perfect",5
"Cabang terbaru. Tersedia drive thru juga. Free wifi. Area parkirnya oke. Tempatnya cukup luas, ada indoor dan outdoor. Sayang, indoornya sempit. Tempatnya apa ya.. agak kureng bagian luarnya. Kelihatannya kok seperti buru-buru buka. Kedepannya mungkin bisa ditambahi atau dihias bagian luarnya. Entah dikasih pagar mungkin buat menambah estetika",5
"Bertempat di SPBU BP, pick up pake aplikasi gk perlu antri",5
"Tempat luas, masakan enak, yg penting harganya pas.",5
Rasanya berbeda dengan yg di merr.. Agak sepi..,5
"Pelayan ramah, pelayanan juga cepat",5
BINTANG SATU SEMUA PELANYANAN SANGAT LAMA SEKALI BENCI RASA NYA JUGA GAK ENAK GAK KAYAK DULU!!!,5
"Order pick up online tapi tidak boleh dine in, padahal udah jalan jauh jauh, tujuan pick up ya supaya bisa langsung minum di tempat, tapi ternyata ga boleh dine in, meskipun tempatnya sepi banget Ga cuma itu, bikinnya lama juga, padahal sepi tempatnya dan order cuma 4 cup aja Dan ada 1 pesanan yang minta less sugar, malah dikasih less ice Wah parah sih, ga bakal balik lagi, miskom banyak dan produknya kurang oke",3
"Jika kantong plastik berbayar mohon di info dari awal supaya pembeli bisa sekaligus melakukan transaksi, bukan di info ketika pengambilan. Tidak efisien.",5
"Rekomendasi sekali, sangat enak",5
"Tempatnya nyaman,pelayanannya ramah. Pesen mie gulai enak juga, mie nya tipikal yang tipis dan kecil kecil. Harganya lumayan pricey dengan kualitas makanan seperti itu. Es cao susunya biasa aja rasanya",5
Selalu puas makan disini. Apalagi waktu ada promo keroyokan. Gratis nasi Dan es teh,5
Restoran lama yang sekarang masuk di mall mall karena generasi ketiganya boncafe pak andrew Makanan selalu konsisten enak selera surabaya... kalau orang jakarta bilang mirip semur haha Suasana selalu nyaman apalagi suasana natal sungguh menarik interiornya Cocok untuk kumpul teman dan keluarga atau event2 ulangtahun Tenderloin premium 8.5/10 Oxtounge steak 8.5/10 Spring chicken 8/10 Lumpia small  8/10 Overall recommended Makasi,5
"Berada diarea SPBU hijau. Tempat terbatas. Pelayanan ok. Suasana bersih, tenang.",5
Kemarin 21 apr 22 barang saya ketinggalan di Excelso GM 2. Hari ini saya kesana dan barang saya disimpan dengan rapih. Terima kasih Excelso Galaxy Mall 2.,5
"Pesen size large dikasih medium, pas dikasih large rasanya pait banget padahal pesen gula aren yang aslinya manis jadi pahit ga jelas rasanya",5
"Untuk rasa b aja terus Warna kuah bening, isian ayamnya menurutku dikit dari pada soto ayam ya sebelah lah padahal harga selisih 2k   , koya nya sih tipe yg buka kerupuk.",5
"Udah mendingan sekarang service nya gercep2 banget, servernya juga ramah2, lg duduk aja dia lewat disenyum in pdhal dia lg sibuk, dulu aja mau pesen lama banget dateng lupa apa gmna pdhal duduk gajauh dr kasir saking lamanya yg tadinya angkat tangan doang akhirnya manggil2 dijawab iya sambil nulis apa gtu dikasiran mana jawabnya nggak noleh cuman iya sambil nulis ga sopan",5
Menunggu makanan datang perlu waktu sekitar 50 menit lama banget sampai harus tanya bolak balik ke mas2 dan mbak2nya. Minum sudah mau habis semua baru datang makanan,5
Tempat ngopi2 cantik di stasiun kereta pasar turi..,5
"Begitu masuk, disambut dengan ramah. Mbak Kasir memberikan rekomendasi minuman sesuai dengan selera saya. Pelayanan cepat, sangat sukaaaaaaa Parking: Parkir free dan luas",5
"Nyaman , enak , murah hanya saja perlu diperbaiki layanan mushola",5
The question of taste does not disappoint in any branch,5
"Ditengah panasnya surabaya, niatnya ke chatime kan biar seger . Pesen minuman adem & ngadem sambil nunggu antrian, eh malah AC nya 25 derajat, puanas banget mana storenya kecil. Ac berasa penghangat ruangan haha",5
"Iki yakopo seh, titik lokasimu kok nng jl ahmad yani",5
"Tempatnya enak, deket pintu keluar. Kalo menu sama kayak Excelso pada umumnya. Enak",5
Pelayannya agak nyebelin sih,5
"Makanan nya untuk saya kurang cocok, hanya pisang goreng madu nya yang enak, tidak bebas parkir padahal ada security",5
"Br prtm x ksini..krn memang mi mapan favorit kluarga,,tmpat bersih, playanan bagus, toilet bersih, mbak2 sm mas nya ramah..di lt 2 nyaman",5
